step,system_mean_speed,system_total_waiting_time,system_total_stopped
200,13.87011143151904,206.0,16
201,13.75187548688641,181.0,15
202,13.763034654595184,196.0,16
203,13.76886341784082,212.0,17
204,13.748625686383342,229.0,18
205,13.825878371535655,248.0,20
206,13.821714097734157,269.0,22
207,13.723350502853956,290.0,22
208,13.582508743016675,312.0,23
209,13.275788538762267,334.0,23
210,13.226155672067312,312.0,23
211,13.320167574411064,334.0,23
212,13.06685807507076,357.0,24
213,13.044637713489399,340.0,24
214,13.005905813052696,353.0,23
215,13.048082026986092,375.0,23
216,12.99705475559498,397.0,23
217,13.191980083420995,419.0,23
218,13.293090627606022,441.0,23
219,13.265965492562291,362.0,20
220,13.041536477714011,326.0,18
221,12.917379894926276,314.0,17
222,12.758738702046372,330.0,17
223,12.57303201566265,347.0,18
224,12.4994852100643,365.0,19
225,12.423641601832529,177.0,14
226,12.552191857538336,139.0,13
227,12.671606821823074,147.0,12
228,12.697380723548966,159.0,13
229,12.642328065339573,167.0,15
230,12.703523307685378,146.0,14
231,12.825636567447878,163.0,18
232,12.778041708081416,183.0,21
233,12.56310818045141,201.0,20
234,12.500677957614123,220.0,20
235,12.471066781943895,242.0,23
236,12.515171498836438,264.0,23
237,12.491713874807502,287.0,24
238,12.518009320314578,310.0,24
239,12.32833892557599,334.0,25
240,12.031008375603705,351.0,27
241,11.83803303780344,377.0,27
242,11.589280528962213,409.0,33
243,11.283880870593062,441.0,33
244,11.101122198963278,472.0,34
245,10.98218304514672,509.0,38
246,11.055274929345526,549.0,41
247,11.039557000686864,592.0,44
248,11.025036601331548,636.0,45
249,11.034971273962276,681.0,45
250,10.957478618911583,709.0,44
251,10.947014027711594,752.0,45
252,10.999191955519102,796.0,45
253,11.07035206115925,840.0,45
254,11.169887708158777,887.0,48
255,11.442092837755775,935.0,48
256,11.386213175538847,984.0,51
257,11.476040327326933,1034.0,50
258,11.407929515129025,1039.0,51
259,11.28884013196776,1087.0,50
260,11.159346273260505,1130.0,51
261,10.993268721333548,1173.0,50
262,10.861591823848396,1222.0,50
263,10.680344363886343,1272.0,51
264,10.603984521348444,1323.0,52
265,10.489404470625745,1376.0,54
266,10.427559579886827,1430.0,55
267,10.370063819822509,1486.0,57
268,10.36157177069186,1533.0,56
269,10.447870277111635,1589.0,57
270,10.697175987787233,674.0,34
271,11.012067724547874,314.0,22
272,11.250770415761682,183.0,18
273,11.526180718722319,140.0,15
274,11.896519579647205,101.0,12
275,12.340548917336283,95.0,9
276,12.698085984375172,100.0,8
277,13.21934490763031,100.0,8
278,13.661603453119612,109.0,10
279,14.019701771704,119.0,11
280,14.414092343038686,129.0,11
281,14.680084193979098,139.0,11
282,14.909977983656242,147.0,12
283,15.025639213872207,156.0,11
284,15.031658921447184,163.0,10
285,14.943168610320209,156.0,9
286,14.853181379445523,164.0,9
287,14.542472246574773,173.0,10
288,14.224876698717146,182.0,10
289,13.930170103268953,194.0,13
290,13.790187937080328,208.0,15
291,13.624533893077944,168.0,13
292,13.47015565626181,167.0,14
293,13.380332528951293,178.0,15
294,13.307694595743351,196.0,19
295,13.27948357753317,210.0,21
296,13.336501256771031,230.0,21
297,13.379708417362515,255.0,26
298,13.462084704619722,282.0,28
299,13.44778303291239,312.0,31
300,13.415843695114807,332.0,32
301,13.376047110936577,351.0,30
302,13.186176699429987,364.0,29
303,12.988502011143146,386.0,32
304,12.909789212195651,418.0,34
305,12.851871293627186,449.0,33
306,12.751531824104447,481.0,35
307,12.628668089380449,515.0,35
308,12.6061475461257,550.0,36
309,12.452541138166675,468.0,33
310,12.412072877014397,454.0,33
311,12.436126466501568,470.0,33
312,12.4875621598469,504.0,35
313,12.418277698210522,536.0,34
314,12.223726190417201,531.0,35
315,12.046577330022705,372.0,30
316,11.864567705542703,368.0,27
317,11.797622256899224,383.0,27
318,11.923056041923676,364.0,26
319,11.99871158988757,377.0,25
320,12.13783928193011,396.0,24
321,12.436400465020487,422.0,27
322,12.776733740602221,451.0,30
323,13.057333913766287,482.0,32
324,13.28144101395528,514.0,33
325,13.478597907003575,543.0,34
326,13.477835005215637,573.0,35
327,13.348139805628977,605.0,35
328,13.08760952780354,641.0,37
329,12.76709316599529,677.0,37
330,12.515213212623088,672.0,37
331,12.291077052600832,709.0,38
332,11.999265516349446,749.0,41
333,11.720360681846062,784.0,40
334,11.635904760449105,827.0,44
335,11.62576986387456,871.0,45
336,11.381174287604685,918.0,50
337,11.293173261903771,955.0,52
338,11.30429529207657,1002.0,51
339,11.371868212014263,1053.0,52
340,11.38549051853348,1107.0,55
341,11.315519450738304,1162.0,56
342,11.117843049871407,1218.0,57
343,11.02616426311538,1274.0,57
344,11.022737015149186,1330.0,57
345,10.805759735685605,1386.0,57
346,10.613280044077673,1444.0,59
347,10.635882631400918,1504.0,61
348,10.463542192052088,1521.0,63
349,10.435662960049418,1538.0,62
350,10.393784966686264,1601.0,64
351,10.474932134140854,1665.0,65
352,10.420517205389723,1730.0,66
353,10.363512241855753,1796.0,67
354,10.26641794438971,1863.0,68
355,10.190795048587118,1931.0,69
356,10.202223732198284,1984.0,70
357,10.33023257696428,2032.0,67
358,10.280883119990294,2089.0,68
359,10.250343353452301,2156.0,68
360,10.393872028828403,1181.0,41
361,10.737452905286451,616.0,27
362,11.127456353534674,382.0,19
363,11.500005145784337,265.0,13
364,11.874881819052302,198.0,10
365,12.27731748752961,155.0,9
366,12.596081620694731,147.0,8
367,12.904755131558874,155.0,9
368,13.229747792799804,165.0,11
369,13.659146610543555,176.0,12
370,14.022646368645223,184.0,11
371,14.420828235580492,194.0,11
372,14.738074757025327,204.0,11
373,14.936654606889448,215.0,12
374,14.966752074676338,229.0,15
375,14.977143024516046,241.0,14
376,15.051164722139136,256.0,16
377,15.01740514231797,273.0,18
378,14.917416052809807,285.0,17
379,14.632691730606853,304.0,20
380,14.280344894252325,313.0,19
381,13.95734113439484,256.0,17
382,13.756678234579478,230.0,15
383,13.57079909437915,243.0,17
384,13.435144634298345,260.0,19
385,13.314324232642326,279.0,21
386,13.225639048891264,303.0,24
387,13.112542688940204,319.0,26
388,12.858994863706608,344.0,26
389,12.67870506864955,373.0,30
390,12.618192817325443,389.0,28
391,12.694943451208468,419.0,31
392,12.697093439378014,446.0,30
393,12.783645728705045,476.0,32
394,12.844151879804249,507.0,32
395,12.88241727431933,538.0,31
396,12.725021504460162,570.0,33
397,12.572231337971182,604.0,35
398,12.43231923799033,641.0,39
399,12.261492603035718,572.0,37
400,12.065950414496513,536.0,35
401,11.826298531979582,537.0,34
402,11.734237338656289,569.0,34
403,11.700452757743664,604.0,36
404,11.82259079244442,622.0,37
405,11.914563744192519,455.0,34
406,12.003273876697172,365.0,29
407,12.064338345575331,328.0,29
408,12.211859713662193,325.0,26
409,12.405816877243883,340.0,31
410,12.49741385467093,365.0,30
411,12.60377194141765,383.0,31
412,12.616544624646075,416.0,34
413,12.596011662792778,450.0,34
414,12.621662984343136,485.0,36
415,12.511006518503756,521.0,37
416,12.479830775211115,549.0,36
417,12.427726579101122,586.0,39
418,12.411425079483758,625.0,40
419,12.393667449264694,666.0,42
420,12.394265107914547,708.0,43
421,12.337025882940784,748.0,44
422,12.32203752034277,794.0,47
423,12.135735448895138,838.0,46
424,11.991917436749167,885.0,48
425,11.763776599715772,921.0,50
426,11.656765986731315,972.0,52
427,11.531979570140882,1014.0,50
428,11.506947438923158,1066.0,53
429,11.465798726140846,1093.0,53
430,11.44823629664151,1148.0,56
431,11.219347160278474,1204.0,58
432,11.072817765066478,1262.0,59
433,10.962784881102197,1319.0,59
434,10.942788016543245,1378.0,60
435,10.914700233263455,1439.0,62
436,10.877257140169565,1496.0,61
437,10.781840946942006,1554.0,62
438,10.630923570935103,1559.0,62
439,10.603586519836538,1593.0,64
440,10.717156269049783,1654.0,65
441,10.73165056826338,1713.0,63
442,10.726342643256624,1776.0,64
443,10.769565263483889,1841.0,66
444,10.75568688750845,1907.0,67
445,10.634775134306143,1970.0,66
446,10.510630197904842,2037.0,68
447,10.476700297526381,2105.0,69
448,10.499700669373608,2171.0,68
449,10.470300825531993,2239.0,69
450,10.650341290342515,1447.0,47
451,10.920692249153426,890.0,30
452,11.232603910132562,478.0,18
453,11.703256660669538,315.0,12
454,12.013726753512653,213.0,11
455,12.400128908311068,214.0,11
456,12.732306191209803,224.0,11
457,13.046875914570125,235.0,12
458,13.369353766053946,242.0,12
459,13.626721733125226,254.0,13
460,13.825889707279098,247.0,14
461,14.18830180341777,258.0,13
462,14.540933745726049,268.0,13
463,14.831707279833953,278.0,12
464,15.04676186961265,289.0,12
465,15.12131049549094,301.0,13
466,14.96350548614966,314.0,14
467,14.881543422098993,327.0,15
468,14.712459640564793,315.0,12
469,14.698127870264495,327.0,13
470,14.681508484647255,340.0,14
471,14.421696269393808,318.0,13
472,13.99931798441616,331.0,14
473,13.742421819138023,343.0,17
474,13.646128394145384,362.0,20
475,13.805157955558444,386.0,25
476,13.749668507430018,406.0,27
477,13.623021085046375,433.0,29
478,13.380406218110975,446.0,32
479,13.286602545915171,478.0,33
480,13.269837896509694,512.0,35
481,13.170625080073158,548.0,37
482,13.051225715777674,585.0,38
483,13.027887901458667,623.0,39
484,13.037854111523789,651.0,40
485,12.897357943042904,692.0,42
486,12.692377178691398,725.0,41
487,12.50380106742635,767.0,43
488,12.258630644371957,811.0,45
489,12.129269641914483,779.0,43
490,11.940198074641922,773.0,44
491,11.825590740112816,812.0,45
492,11.853835731368862,853.0,47
493,11.747444201752767,902.0,50
494,11.604316981398703,952.0,51
495,11.468468105481993,972.0,52
496,11.43244617435474,926.0,47
497,11.354958932301294,854.0,45
498,11.322163254756187,767.0,42
499,11.394628520435816,707.0,41
500,11.497835426609349,653.0,41
501,11.641511792161076,697.0,45
502,11.748621167069773,728.0,47
503,11.866587205075916,758.0,45
504,11.943301663790388,756.0,41
505,12.02835193562637,781.0,40
506,12.150976678248691,815.0,41
507,12.336672109999633,858.0,44
508,12.504771383502158,901.0,44
509,12.354671659041358,943.0,45
510,12.197662366669887,937.0,47
511,12.133628263668076,981.0,51
512,12.073767291814816,1033.0,53
513,11.904385951633497,1085.0,54
514,11.816483243886893,1140.0,57
515,11.755753652511475,1196.0,58
516,11.684085212292107,1242.0,58
517,11.696375718965513,1294.0,59
518,11.617369076011968,1353.0,60
519,11.622060223516781,1413.0,61
520,11.480882325347634,1473.0,61
521,11.276730585483353,1534.0,62
522,11.014742745933152,1597.0,64
523,10.951394638295104,1662.0,65
524,10.887164325557857,1711.0,66
525,10.89949841842469,1778.0,68
526,11.04399202137232,1846.0,69
527,11.138688548952379,1911.0,70
528,11.24510406942401,1925.0,71
529,11.307447433805944,1941.0,71
530,11.23684165054678,1959.0,72
531,11.164505207227858,1982.0,71
532,11.048725077872886,2009.0,73
533,11.035970222914628,2032.0,72
534,10.977204462084936,2078.0,70
535,10.875562290511851,2137.0,69
536,10.886059206698379,2191.0,68
537,10.782350662885767,2259.0,70
538,10.716763839729271,2329.0,71
539,10.73015072644419,2401.0,73
540,10.928510081443571,1342.0,46
541,11.201080991778547,805.0,30
542,11.429283660255566,491.0,24
543,11.805768404974916,348.0,21
544,12.184485397817026,218.0,18
545,12.509427416534635,231.0,18
546,12.739353973525397,232.0,19
547,12.862886085066519,250.0,19
548,13.117823240175099,264.0,19
549,13.360815540348334,280.0,20
550,13.628691787215814,294.0,20
551,13.871522415858031,306.0,20
552,14.06516783889278,321.0,21
553,14.244329940906027,339.0,22
554,14.37362449069921,355.0,21
555,14.241919733529235,370.0,22
556,14.139911615688135,393.0,24
557,13.970823839304874,418.0,26
558,13.724852769652141,437.0,28
559,13.407813469117524,461.0,26
560,13.132590578560782,484.0,30
561,13.066493307980517,486.0,36
562,13.120348214233731,466.0,35
563,12.994680420079185,493.0,40
564,12.869997928487024,524.0,42
565,12.77075307508467,560.0,41
566,12.72086114153771,603.0,44
567,12.714787417268498,648.0,46
568,12.731068945619729,697.0,50
569,12.657564265525352,750.0,54
570,12.564965848340833,801.0,53
571,12.407598858580915,826.0,51
572,12.250515389298466,863.0,50
573,12.386490018021684,847.0,46
574,12.456311691279897,844.0,44
575,12.40697622812131,855.0,44
576,12.39426984903864,875.0,45
577,12.415770792215419,905.0,46
578,12.528681175746344,920.0,45
579,12.673371399258517,863.0,42
580,12.748332748488643,874.0,39
581,12.731516802319584,906.0,38
582,12.757471848888096,944.0,39
583,12.734580627801012,983.0,40
584,12.633374113998563,1024.0,42
585,12.574384602467116,828.0,35
586,12.478749687151039,756.0,31
587,12.443546430909354,707.0,29
588,12.359009520431037,690.0,30
589,12.373806413876334,720.0,31
590,12.26153720119237,753.0,34
591,12.18252581986172,776.0,36
592,12.265440624274255,798.0,36
593,12.237070357640917,825.0,37
594,12.318131155146956,858.0,37
595,12.264710205462729,896.0,39
596,12.11153610892899,937.0,42
597,11.996329829630756,969.0,46
598,11.91192565595972,1008.0,50
599,11.765548286369727,1047.0,51
600,11.817196749749362,1038.0,52
601,11.741495138579946,1028.0,53
602,11.590276605746896,1032.0,55
603,11.505601762472397,1045.0,56
604,11.520695689306486,1075.0,58
605,11.55567462012052,1128.0,60
606,11.668949420453815,1180.0,61
607,11.631946314036586,1241.0,62
608,11.540292343858862,1304.0,64
609,11.369608919672192,1368.0,65
610,11.249427690085732,1421.0,64
611,11.064491947934366,1483.0,65
612,11.013016790613733,1541.0,66
613,11.078379582011378,1608.0,68
614,10.974640854875672,1677.0,70
615,10.899406419032797,1744.0,70
616,11.015371445414617,1783.0,70
617,11.146465218654072,1850.0,70
618,11.196884201020165,1840.0,72
619,11.243049473990444,1823.0,71
620,11.30666766554272,1815.0,70
621,11.334119999949412,1824.0,70
622,11.341412980213358,1836.0,72
623,11.296228708352107,1905.0,71
624,11.267761196566005,1975.0,71
625,11.185443298744108,2045.0,71
626,11.243231174263668,2116.0,72
627,11.22984910187207,2177.0,72
628,11.211224269777285,2233.0,72
629,11.177650540621135,2306.0,74
630,11.249347491599478,1451.0,53
631,11.442828793198933,920.0,37
632,11.639242028165523,564.0,28
633,11.90823665540489,324.0,21
634,12.26129881973737,252.0,16
635,12.707994436175369,267.0,16
636,13.109761741877577,276.0,15
637,13.450992208389733,249.0,15
638,13.798690513861882,258.0,16
639,13.999425442338424,275.0,18
640,14.200864464388504,292.0,18
641,14.366616068879221,289.0,17
642,14.551136003749656,302.0,17
643,14.721764966188253,319.0,18
644,14.786697689420263,334.0,18
645,14.753458793855586,352.0,19
646,14.49766126849371,371.0,20
647,14.126438075331139,392.0,22
648,13.7581118067161,410.0,23
649,13.537804626372436,433.0,25
650,13.277767177530594,459.0,27
651,13.03004127028553,447.0,29
652,12.960496574668516,440.0,30
653,12.790806966659828,464.0,31
654,12.662141653836331,482.0,35
655,12.35868525252611,497.0,34
656,12.203941878766692,510.0,33
657,12.123926107633554,526.0,32
658,12.114302716877527,560.0,39
659,12.113499672135736,596.0,41
660,12.166166378402234,568.0,40
661,12.19540395920223,603.0,40
662,12.24963633555444,641.0,42
663,12.340754830696957,684.0,44
664,12.247005912211726,730.0,47
665,12.394366068316788,776.0,47
666,12.46252429907902,818.0,47
667,12.492568723920998,813.0,45
668,12.54480637770756,858.0,46
669,12.407349899054006,821.0,44
670,12.321162909059499,810.0,42
671,12.349419224301814,824.0,41
672,12.354983753370227,853.0,42
673,12.311025964653574,881.0,41
674,12.185518382158435,907.0,41
675,12.098013867625223,693.0,36
676,12.119654213713032,609.0,35
677,12.176259090858492,591.0,36
678,12.16355606515648,593.0,38
679,12.1094539835954,632.0,40
680,12.040708999322225,672.0,41
681,11.81784373656992,710.0,41
682,11.770232215608033,748.0,41
683,11.693280696962495,792.0,45
684,11.703205139898543,835.0,46
685,11.725943418211893,882.0,50
686,11.719938759124114,930.0,50
687,11.658366795358933,981.0,52
688,11.73897913490735,1007.0,51
689,11.69482005684531,1060.0,54
690,11.64853845933516,1055.0,54
691,11.64919883358335,1081.0,56
692,11.635699676845034,1065.0,53
693,11.650752838369948,1060.0,53
694,11.602583187901978,1048.0,50
695,11.619504127150417,1070.0,49
696,11.762317522334252,1100.0,50
697,11.961196149288293,1145.0,50
698,12.08505026897325,1191.0,49
699,12.250778349647659,1236.0,49
700,12.281913925048118,1284.0,49
701,12.23146319838666,1333.0,50
702,12.161385021905597,1382.0,50
703,12.105923021239484,1432.0,50
704,12.03584345778232,1482.0,51
705,11.818406071653694,1532.0,52
706,11.653815432297913,1585.0,53
707,11.373859821430807,1640.0,57
708,11.27449781116464,1613.0,56
709,11.341712924190587,1588.0,57
710,11.393619594458551,1589.0,61
711,11.34616724937211,1588.0,59
712,11.262216793884075,1618.0,61
713,11.244225728891474,1648.0,60
714,11.12608679119983,1708.0,61
715,11.03953079655336,1765.0,60
716,10.925598628079243,1826.0,62
717,10.84403763558361,1888.0,62
718,10.948841815728565,1949.0,63
719,10.993995722495475,2016.0,69
720,11.144189822183685,1017.0,43
721,11.316809232042568,488.0,28
722,11.526065534345735,209.0,20
723,11.732990794792022,139.0,20
724,12.071363889843555,142.0,19
725,12.505973350191827,144.0,20
726,12.94487929534391,163.0,20
727,13.276270326235672,173.0,18
728,13.38585536917779,186.0,18
729,13.50356791064632,204.0,19
730,13.705474427925841,211.0,19
731,13.92314097714938,228.0,20
732,14.069066197772381,246.0,20
733,14.158520444764674,258.0,21
734,14.177001218553276,279.0,22
735,14.171481094470833,295.0,22
736,14.105323293807439,317.0,23
737,14.000938735600812,341.0,25
738,13.826540914023932,367.0,27
739,13.84582848929057,385.0,26
740,13.57552299136776,411.0,27
741,13.173477495085313,367.0,27
742,12.929962500249673,365.0,26
743,12.812019757169848,386.0,26
744,12.784594573600094,414.0,29
745,12.76772698161087,445.0,32
746,12.79192633421353,479.0,35
747,12.790139553818225,517.0,39
748,12.652823615502056,556.0,40
749,12.484953752326913,575.0,41
750,12.539538430691644,553.0,39
751,12.44718904548464,571.0,37
752,12.527512859792903,602.0,35
753,12.497288951909518,639.0,38
754,12.573286066850022,677.0,40
755,12.636490896823965,716.0,40
756,12.669923143755831,757.0,42
757,12.67860462960648,797.0,44
758,12.740109283731474,834.0,43
759,12.815994676148225,768.0,42
760,12.773277784298736,729.0,38
761,12.758952790851476,749.0,38
762,12.722547263233976,769.0,38
763,12.513268752994545,784.0,36
764,12.345716429020527,812.0,36
765,12.141584023646969,640.0,31
766,12.117028783954165,650.0,30
767,12.089195192024452,681.0,32
768,12.1155888640027,699.0,32
769,12.308553496624782,720.0,32
770,12.500726171055977,751.0,32
771,12.710383941218415,764.0,31
772,12.890789536017186,797.0,34
773,13.003363950246154,832.0,36
774,13.00967866296336,861.0,36
775,12.922305945547077,894.0,36
776,12.742324317173452,930.0,37
777,12.606054591343336,964.0,36
778,12.45253048222218,999.0,36
779,12.327267963714572,1031.0,37
780,12.13779873753173,1004.0,36
781,12.091125161384554,980.0,36
782,12.131053500288143,1021.0,42
783,12.068639515696225,1011.0,44
784,12.024987414345318,1011.0,43
785,11.992133549761306,1022.0,44
786,11.940581707328713,1037.0,46
787,11.937445193576163,950.0,43
788,11.971600085702287,967.0,44
789,11.9323237996645,1012.0,46
790,11.88622188280282,1059.0,48
791,11.809986262341972,1106.0,49
792,11.811479259490355,1157.0,52
793,11.881562138368185,1209.0,55
794,11.859173001213831,1264.0,56
795,11.734895497925631,1319.0,56
796,11.78495446795248,1374.0,56
797,11.77337162027052,1431.0,58
798,11.810561830205723,1407.0,59
799,11.613097219328054,1367.0,59
800,11.418042129575648,1285.0,58
801,11.37078565562286,1212.0,56
802,11.390244511822246,1210.0,57
803,11.448111371936319,1225.0,58
804,11.50063954041412,1271.0,57
805,11.374118734081783,1321.0,58
806,11.32526969234691,1365.0,57
807,11.287746250045384,1420.0,60
808,11.346010146501738,1476.0,59
809,11.332800912061986,1536.0,61
810,11.467567754773393,715.0,34
811,11.662683210802664,432.0,26
812,12.07571402154834,307.0,21
813,12.261877010928183,305.0,20
814,12.37343130593501,324.0,20
815,12.620456487872396,345.0,22
816,12.75156557744568,367.0,23
817,12.962440225271937,389.0,23
818,13.188715570822069,413.0,25
819,13.533485571754715,438.0,26
820,13.754973541069988,463.0,26
821,13.95200365884922,483.0,26
822,13.939758078599342,503.0,25
823,13.942473702282815,527.0,25
824,13.950914306956832,546.0,25
825,13.818179782539222,564.0,24
826,13.641828465032708,588.0,25
827,13.495745015461521,612.0,25
828,13.266343268477012,634.0,26
829,13.146426040401984,656.0,26
830,13.013420521028685,681.0,26
831,12.925609832890954,662.0,27
832,12.907286243982702,644.0,28
833,12.808040508378548,630.0,29
834,12.77233601773714,624.0,30
835,12.632719262708695,655.0,32
836,12.617153017932587,683.0,32
837,12.659426258376126,716.0,34
838,12.642374493664715,750.0,35
839,12.722487895440464,784.0,35
840,12.85106135488488,761.0,36
841,12.877342407956535,797.0,37
842,12.886040854617791,820.0,37
843,12.896967454401787,771.0,36
844,12.929403533590055,742.0,35
845,12.977859370073418,723.0,38
846,12.889406666036603,705.0,37
847,12.793195675898493,688.0,37
848,12.56889646101738,684.0,38
849,12.466895095280092,601.0,35
850,12.489084322554396,535.0,32
851,12.53008794275111,552.0,34
852,12.479574267368346,585.0,34
853,12.594145468043333,613.0,34
854,12.587096067503648,644.0,37
855,12.6115417826186,477.0,33
856,12.648788606714785,461.0,29
857,12.57584231275814,465.0,26
858,12.424047199584335,492.0,28
859,12.434134796566351,502.0,28
