Episode,Agent_ID,Reward,Waiting_Time
16,cluster_1016183180_1016185346_1016193503_1016194749,-174760.0,174760.0
16,cluster_1016184252_1016191971,-481518.0,481518.0
16,cluster_1016184655_1016193545_1016201012_9372174241,-22633.0,22633.0
16,cluster_1016184997_1016188102_1016195714_5921483463,-40325.0,40325.0
16,cluster_1016185040_1016195865_9372174234_9372174235,-149293.0,149293.0
16,cluster_1016185522_1016193644_5237321232_5921362889_#1more,-30266.0,30266.0
16,cluster_1016189230_1016195084_5921362584_9371895544,-30843.0,30843.0
16,cluster_1016191702_1016195035,-77104.0,77104.0
16,cluster_1016191801_1016199119,-331396.0,331396.0
16,cluster_1016192514_4084049672_5921362888,-51701.0,51701.0
17,1016184376,-455207.0,455207.0
17,1016200794,-23648.0,23648.0
17,5237321225,-1071071.0,1071071.0
17,9376141054,-17997.0,17997.0
17,GS_cluster_1016191643_1016191860_1016192269_1016198634,-17323.0,17323.0
17,cluster_1016183180_1016185346_1016193503_1016194749,-237930.0,237930.0
17,cluster_1016184252_1016191971,-767431.0,767431.0
17,cluster_1016184655_1016193545_1016201012_9372174241,-28846.0,28846.0
17,cluster_1016184997_1016188102_1016195714_5921483463,-36881.0,36881.0
17,cluster_1016185040_1016195865_9372174234_9372174235,-242119.0,242119.0
17,cluster_1016185522_1016193644_5237321232_5921362889_#1more,-37615.0,37615.0
17,cluster_1016189230_1016195084_5921362584_9371895544,-38504.0,38504.0
17,cluster_1016191702_1016195035,-75040.0,75040.0
17,cluster_1016191801_1016199119,-242981.0,242981.0
17,cluster_1016192514_4084049672_5921362888,-73216.0,73216.0
18,1016184376,-370807.0,370807.0
18,1016200794,-29247.0,29247.0
18,5237321225,-1045212.0,1045212.0
18,9376141054,-13005.0,13005.0
18,GS_cluster_1016191643_1016191860_1016192269_1016198634,-9628.0,9628.0
18,cluster_1016183180_1016185346_1016193503_1016194749,-246767.0,246767.0
18,cluster_1016184252_1016191971,-597851.0,597851.0
18,cluster_1016184655_1016193545_1016201012_9372174241,-33089.0,33089.0
18,cluster_1016184997_1016188102_1016195714_5921483463,-26806.0,26806.0
18,cluster_1016185040_1016195865_9372174234_9372174235,-210954.0,210954.0
18,cluster_1016185522_1016193644_5237321232_5921362889_#1more,-26367.0,26367.0
18,cluster_1016189230_1016195084_5921362584_9371895544,-27742.0,27742.0
18,cluster_1016191702_1016195035,-82025.0,82025.0
18,cluster_1016191801_1016199119,-274263.0,274263.0
18,cluster_1016192514_4084049672_5921362888,-44065.0,44065.0
19,1016184376,-252295.0,252295.0
19,1016200794,-926946.0,926946.0
19,5237321225,-1128061.0,1128061.0
19,9376141054,-2019881.0,2019881.0
19,GS_cluster_1016191643_1016191860_1016192269_1016198634,-12720.0,12720.0
19,cluster_1016183180_1016185346_1016193503_1016194749,-176168.0,176168.0
19,cluster_1016184252_1016191971,-546685.0,546685.0
19,cluster_1016184655_1016193545_1016201012_9372174241,-28666.0,28666.0
19,cluster_1016184997_1016188102_1016195714_5921483463,-30694.0,30694.0
19,cluster_1016185040_1016195865_9372174234_9372174235,-192762.0,192762.0
19,cluster_1016185522_1016193644_5237321232_5921362889_#1more,-32285.0,32285.0
19,cluster_1016189230_1016195084_5921362584_9371895544,-31128.0,31128.0
19,cluster_1016191702_1016195035,-52909.0,52909.0
19,cluster_1016191801_1016199119,-381462.0,381462.0
19,cluster_1016192514_4084049672_5921362888,-44253.0,44253.0
20,1016184376,-171993.0,171993.0
20,1016200794,-2001588.0,2001588.0
20,5237321225,-1196848.0,1196848.0
20,9376141054,-2252067.0,2252067.0
20,GS_cluster_1016191643_1016191860_1016192269_1016198634,-11463.0,11463.0
20,cluster_1016183180_1016185346_1016193503_1016194749,-313929.0,313929.0
20,cluster_1016184252_1016191971,-420219.0,420219.0
20,cluster_1016184655_1016193545_1016201012_9372174241,-35143.0,35143.0
20,cluster_1016184997_1016188102_1016195714_5921483463,-48730.0,48730.0
20,cluster_1016185040_1016195865_9372174234_9372174235,-82570.0,82570.0
20,cluster_1016185522_1016193644_5237321232_5921362889_#1more,-29938.0,29938.0
20,cluster_1016189230_1016195084_5921362584_9371895544,-39611.0,39611.0
20,cluster_1016191702_1016195035,-56495.0,56495.0
20,cluster_1016191801_1016199119,-395386.0,395386.0
20,cluster_1016192514_4084049672_5921362888,-35205.0,35205.0
