step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1016184376_stopped,1016184376_accumulated_waiting_time,1016184376_average_speed,1016200794_stopped,1016200794_accumulated_waiting_time,1016200794_average_speed,5237321225_stopped,5237321225_accumulated_waiting_time,5237321225_average_speed,9376141054_stopped,9376141054_accumulated_waiting_time,9376141054_average_speed,GS_cluster_1016191643_1016191860_1016192269_1016198634_stopped,GS_cluster_1016191643_1016191860_1016192269_1016198634_accumulated_waiting_time,GS_cluster_1016191643_1016191860_1016192269_1016198634_average_speed,cluster_1016183180_1016185346_1016193503_1016194749_stopped,cluster_1016183180_1016185346_1016193503_1016194749_accumulated_waiting_time,cluster_1016183180_1016185346_1016193503_1016194749_average_speed,cluster_1016184252_1016191971_stopped,cluster_1016184252_1016191971_accumulated_waiting_time,cluster_1016184252_1016191971_average_speed,cluster_1016184655_1016193545_1016201012_9372174241_stopped,cluster_1016184655_1016193545_1016201012_9372174241_accumulated_waiting_time,cluster_1016184655_1016193545_1016201012_9372174241_average_speed,cluster_1016184997_1016188102_1016195714_5921483463_stopped,cluster_1016184997_1016188102_1016195714_5921483463_accumulated_waiting_time,cluster_1016184997_1016188102_1016195714_5921483463_average_speed,cluster_1016185040_1016195865_9372174234_9372174235_stopped,cluster_1016185040_1016195865_9372174234_9372174235_accumulated_waiting_time,cluster_1016185040_1016195865_9372174234_9372174235_average_speed,cluster_1016185522_1016193644_5237321232_5921362889_#1more_stopped,cluster_1016185522_1016193644_5237321232_5921362889_#1more_accumulated_waiting_time,cluster_1016185522_1016193644_5237321232_5921362889_#1more_average_speed,cluster_1016189230_1016195084_5921362584_9371895544_stopped,cluster_1016189230_1016195084_5921362584_9371895544_accumulated_waiting_time,cluster_1016189230_1016195084_5921362584_9371895544_average_speed,cluster_1016191702_1016195035_stopped,cluster_1016191702_1016195035_accumulated_waiting_time,cluster_1016191702_1016195035_average_speed,cluster_1016191801_1016199119_stopped,cluster_1016191801_1016199119_accumulated_waiting_time,cluster_1016191801_1016199119_average_speed,cluster_1016192514_4084049672_5921362888_stopped,cluster_1016192514_4084049672_5921362888_accumulated_waiting_time,cluster_1016192514_4084049672_5921362888_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,1,0.0,0.0,6.480465262787466,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
20.0,1,0.0,0.0,8.335298231820813,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
30.0,1,0.0,0.0,9.034766840021598,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
40.0,2,3.0,0.075,11.304357412825691,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,3.0,0.0001414130443866127,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9272135978052249,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,3.0
50.0,2,13.0,0.26,11.25328405138741,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,13.0,0.380631572466693,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,13.0
60.0,2,23.0,0.38333333333333336,11.857034352166949,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,23.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,23.0
70.0,1,0.0,0.0,14.004144123067082,0,0.0,1.0,0,0.0,1.0,0,0.0,0.29445457785138424,0,0.0,1.0,0,0.0,1.0,0,0.0,0.5843445206385723,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
80.0,2,6.0,0.0759493670886076,13.850810821740541,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,6.0,2.6804073186035997e-05,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,6.0
90.0,3,17.0,0.19101123595505617,13.202176788268558,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,17.0,0.0018582137304794636,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,17.0
100.0,3,37.0,0.37755102040816324,12.97756411322604,0,0.0,0.9675069209992206,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,36.0,0.32036177215499595,0,0.0,1.0,0,0.0,0.043941490715282486,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,36.0
110.0,5,52.0,0.48598130841121495,14.349150049450806,1,5.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,36.0,0.3214948971101251,0,0.0,1.0,1,10.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,1.0,6.1676922332942266e-06,0,0.0,0.4864322316960475,0,0.0,1.0,0,0.0,1.0,4,52.0
120.0,7,96.0,0.8205128205128205,13.412208206988181,1,15.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.804598806105318,3,57.0,0.0002308223081336112,0,0.0,1.0,1,20.0,0.0,0,0.0,1.0,1,4.0,1.1899297782199136e-05,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.29696695296043113,6,96.0
130.0,7,106.0,0.8548387096774194,12.20694307012085,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,3.0,6.408321327822332e-05,2,67.0,0.22032661340108076,0,2.0,0.24217110341684964,1,30.0,0.20108571742831577,1,4.0,0.012991026568616702,0,0.0,1.0,0,2.0,0.013187926062131799,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,4.0,5.342631066504104e-05,6,112.0
140.0,12,185.0,1.4015151515151516,12.816438369497435,0,0.0,0.9875560458306363,0,0.0,1.0,1,11.0,0.0,0,0.0,1.0,0,2.0,0.4344687820711256,5,111.0,0.162669637522465,1,7.0,0.0,2,47.0,0.0,0,0.0,0.3417893308429555,0,0.0,1.0,1,12.0,0.0,0,0.0,0.012464361553351188,0,0.0,1.0,0,0.0,0.9442312324745095,0,0.0,1.0,10,190.0
150.0,9,89.0,0.6357142857142857,13.448314541072987,1,7.0,0.19442958129459675,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,44.0,0.24409815341454505,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,22.0,0.0,2,12.0,1.8575557800571006e-05,0,0.0,1.0,1,6.0,0.0,0,0.0,1.0,8,91.0
160.0,12,150.0,1.0135135135135136,12.626263471168011,2,24.0,0.0,0,2.0,0.5815578000537063,0,0.0,0.09755422544137637,0,0.0,1.0,0,5.0,0.4076825463689651,4,76.0,0.2670282493809966,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,32.0,0.45536732545948927,0,0.0,1.0,0,2.0,0.8820091099784019,2,18.0,0.00041404204427675993,1,6.0,0.25658757726656595,10,165.0
170.0,13,117.0,0.75,12.49836418246035,0,0.0,0.9546967990591105,0,0.0,1.0,1,9.0,0.0,0,0.0,1.0,3,24.0,7.307420553449377e-06,1,5.0,0.019622820700239713,0,3.0,0.18321744707421717,1,9.0,0.014009730358022564,0,2.0,0.6561038026361341,0,0.0,1.0,2,50.0,0.051289916205582,0,0.0,0.9721134716841404,1,4.0,4.62157745947424e-05,0,0.0,1.0,3,35.0,0.0008484107023143981,12,141.0
180.0,9,81.0,0.5,14.024375922368051,0,0.0,1.0,0,0.0,1.0,1,19.0,0.0,0,0.0,1.0,0,0.0,1.0,2,27.0,0.31641050988113206,1,6.0,0.03622189409716105,2,27.0,0.0,1,6.0,2.8179544389577975e-05,0,0.0,0.6657505720300244,0,10.0,0.475522987326676,0,0.0,1.0,0,7.0,0.8961783190276198,0,0.0,0.970231440874764,1,13.0,0.4283404463248556,8,115.0
190.0,10,79.0,0.46745562130177515,14.080503631844243,0,0.0,1.0,0,2.0,0.5058726289627881,1,29.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7457257990056435,0,0.0,1.0,0,0.0,1.0,2,20.0,0.20339989248013451,2,11.0,4.590832482567337e-06,0,0.0,0.8928612288918495,1,2.0,0.50140767779189,0,0.0,0.9871680263166526,0,4.0,0.9056009483307362,1,14.0,0.0,7,82.0
200.0,12,99.0,0.559322033898305,13.374589756328387,0,0.0,1.0,0,2.0,0.8584209765549605,1,39.0,0.0,0,0.0,1.0,0,0.0,1.0,3,14.0,1.511847070063135e-05,0,0.0,0.8505649322571515,0,0.0,1.0,0,0.0,0.5620187248882997,0,0.0,1.0,0,2.0,0.4687094749728329,5,29.0,0.00010420932344531624,1,4.0,0.23582075784169573,0,4.0,0.6078002158573068,0,0.0,0.24861077367950413,10,94.0
210.0,12,56.0,0.30601092896174864,12.974416984758921,1,8.0,0.0,0,0.0,1.0,0,0.0,0.8122153541573284,0,2.0,0.5740571350364978,1,3.0,0.03546522667182941,0,0.0,0.1599646008854153,0,0.0,0.5718991516693476,0,0.0,1.0,1,2.0,0.22775411117300878,0,0.0,1.0,2,10.0,0.00012669694874108936,0,0.0,0.5435840520075473,2,29.0,0.037471301650098,3,17.0,0.012620331739183987,1,9.0,0.0,11,80.0
220.0,14,127.0,0.6649214659685864,13.246401947331023,1,18.0,0.0,0,0.0,1.0,1,2.0,0.0003145283211436192,0,0.0,1.0,0,0.0,1.0,1,8.0,0.32008974545278285,2,18.0,0.0,0,0.0,0.3904969295825734,3,26.0,0.2476315846563029,0,0.0,0.9762154707537508,0,0.0,0.9250681707292413,1,6.0,4.869232669564248e-06,4,72.0,0.21074997747667965,0,3.0,0.3295505005059454,0,2.0,0.4056470636262383,13,155.0
230.0,7,39.0,0.19597989949748743,13.983449438887321,0,0.0,1.0,0,0.0,1.0,1,2.0,0.49740749580265814,0,0.0,1.0,0,0.0,1.0,2,27.0,0.4622862911753748,0,0.0,1.0,1,24.0,0.5674210872373789,0,0.0,1.0,0,0.0,1.0,1,5.0,0.0,0,2.0,0.11287102096214591,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,5,60.0
240.0,12,104.0,0.5048543689320388,13.430584739858169,0,2.0,0.31419512630651036,0,0.0,1.0,2,20.0,0.0,0,0.0,1.0,0,0.0,1.0,2,56.0,0.5038741577613607,0,2.0,0.9921174393416741,3,46.0,0.16805640849388612,1,8.0,0.3341876775071592,0,0.0,0.10107949351031614,0,0.0,1.0,2,17.0,0.11205018919206237,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7518345042231587,10,151.0
250.0,12,60.0,0.2830188679245283,12.870164078862066,1,8.0,0.0,0,1.0,0.517999591244976,1,18.0,0.483090493837838,0,0.0,1.0,0,0.0,0.1579366556337185,3,18.0,0.2021129782298211,1,5.0,0.029040226368345773,0,0.0,1.0,1,8.0,0.29405610332751986,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,2.0,0.018594188812354494,0,6.0,0.7846569260301042,1,3.0,7.769443128416388e-06,9,69.0
260.0,22,210.0,0.963302752293578,12.89873053244689,1,18.0,0.0,0,0.0,1.0,2,33.0,0.10663797426730959,0,0.0,0.4310826908830888,2,13.0,0.10080306078958086,5,63.0,0.06638890916753869,2,27.0,0.1048943940826429,0,0.0,1.0,2,17.0,0.12595912441667656,0,0.0,1.0,0,4.0,0.03151058631100129,0,0.0,1.0,2,23.0,0.20602129988924267,1,5.0,0.4904643272321582,1,13.0,0.43931947693768714,18,216.0
270.0,16,173.0,0.7757847533632287,12.994222883509046,0,0.0,0.7745644628602989,0,0.0,1.0,2,44.0,0.2606323276819668,2,14.0,8.19193813575885e-06,0,0.0,1.0,2,50.0,0.0,0,0.0,1.0,0,0.0,1.0,0,2.0,0.36916658344244146,1,2.0,0.5030800414038135,2,22.0,0.0,0,0.0,1.0,0,0.0,1.0,1,15.0,0.4443071566711925,3,32.0,0.0001639956739280193,13,181.0
280.0,19,251.0,1.0865800865800865,13.28723446436538,1,5.0,0.0,0,0.0,1.0,2,65.0,0.3589846637264015,0,0.0,1.0,0,1.0,0.983041409292939,2,70.0,0.0,0,0.0,1.0,0,6.0,0.36784870750084486,3,20.0,0.11557887695059631,4,25.0,0.0009113639085925279,0,0.0,0.711551448649556,0,0.0,0.8638744580108673,0,2.0,0.9748026081747188,0,0.0,1.0,4,68.0,0.16928695390752044,16,262.0
290.0,13,118.0,0.5,12.632575981412101,0,0.0,1.0,0,0.0,0.6028960605354705,2,61.0,0.1697114801994905,0,0.0,1.0,0,0.0,1.0,1,4.0,0.03457963452058256,0,2.0,0.2341894431056498,0,0.0,0.605555398783634,0,0.0,0.33803153929123353,0,0.0,1.0,0,4.0,0.672671591001894,1,4.0,0.47490873315713933,2,3.0,0.01712843042313541,1,5.0,0.3681513995012022,1,7.0,0.09866201596935226,8,90.0
300.0,22,258.0,1.084033613445378,13.394039481447429,0,0.0,1.0,0,0.0,1.0,4,93.0,0.09251820990116698,0,0.0,1.0,0,15.0,0.5561321854606833,2,22.0,0.2603176497964651,2,7.0,0.219475285682653,0,0.0,1.0,0,2.0,0.661813504167726,0,0.0,1.0,1,7.0,0.0,2,17.0,0.0004164768801190524,3,36.0,0.07303297947711691,0,0.0,1.0,3,34.0,0.0,17,233.0
