step, traffic_light                                             , rl_action, final_action, intervened, region      , reason             , regional_queues                                                                                   , remaining_steps                                                               , active_regions
  62, 5237321225                                                ,         1,            0, True      , First_Agent , queue=1766.0 >= 200, "First_Agent:1766.0,Second_Agent:35.0,Third_Agent:1766.0,Fourth_Agent:1766.0,Fifth_Agent:1766.0"  , "First_Agent:2,Second_Agent:0,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , First_Agent
  62, GS_cluster_1016191643_1016191860_1016192269_1016198634    ,         1,            0, True      , Fifth_Agent , queue=1766.0 >= 200, "First_Agent:1766.0,Second_Agent:35.0,Third_Agent:1766.0,Fourth_Agent:1766.0,Fifth_Agent:1766.0"  , "First_Agent:2,Second_Agent:0,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Fifth_Agent
  62, cluster_1016183180_1016185346_1016193503_1016194749       ,         1,            0, True      , Fifth_Agent , queue=1766.0 >= 200, "First_Agent:1766.0,Second_Agent:35.0,Third_Agent:1766.0,Fourth_Agent:1766.0,Fifth_Agent:1766.0"  , "First_Agent:2,Second_Agent:0,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Fifth_Agent
  62, cluster_1016184252_1016191971                             ,         1,            1, False     ,             ,                    , "First_Agent:1766.0,Second_Agent:35.0,Third_Agent:1766.0,Fourth_Agent:1766.0,Fifth_Agent:1766.0"  , "First_Agent:2,Second_Agent:0,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , 
  62, cluster_1016184655_1016193545_1016201012_9372174241       ,         1,            1, False     ,             ,                    , "First_Agent:1766.0,Second_Agent:35.0,Third_Agent:1766.0,Fourth_Agent:1766.0,Fifth_Agent:1766.0"  , "First_Agent:2,Second_Agent:0,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , 
  62, cluster_1016184997_1016188102_1016195714_5921483463       ,         1,            0, True      , Fourth_Agent, queue=1766.0 >= 200, "First_Agent:1766.0,Second_Agent:35.0,Third_Agent:1766.0,Fourth_Agent:1766.0,Fifth_Agent:1766.0"  , "First_Agent:2,Second_Agent:0,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Fourth_Agent
  62, cluster_1016185040_1016195865_9372174234_9372174235       ,         1,            0, True      , First_Agent , queue=1766.0 >= 200, "First_Agent:1766.0,Second_Agent:35.0,Third_Agent:1766.0,Fourth_Agent:1766.0,Fifth_Agent:1766.0"  , "First_Agent:2,Second_Agent:0,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , First_Agent
  62, cluster_1016185522_1016193644_5237321232_5921362889_#1more,         1,            0, True      , Third_Agent , queue=1766.0 >= 200, "First_Agent:1766.0,Second_Agent:35.0,Third_Agent:1766.0,Fourth_Agent:1766.0,Fifth_Agent:1766.0"  , "First_Agent:2,Second_Agent:0,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Third_Agent
  62, cluster_1016189230_1016195084_5921362584_9371895544       ,         1,            0, True      , Third_Agent , queue=1766.0 >= 200, "First_Agent:1766.0,Second_Agent:35.0,Third_Agent:1766.0,Fourth_Agent:1766.0,Fifth_Agent:1766.0"  , "First_Agent:2,Second_Agent:0,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Third_Agent
  62, cluster_1016191445_1016199645                             ,         1,            0, True      , First_Agent , queue=1766.0 >= 200, "First_Agent:1766.0,Second_Agent:35.0,Third_Agent:1766.0,Fourth_Agent:1766.0,Fifth_Agent:1766.0"  , "First_Agent:2,Second_Agent:0,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , First_Agent
  62, cluster_1016191702_1016195035                             ,         1,            0, True      , Fourth_Agent, queue=1766.0 >= 200, "First_Agent:1766.0,Second_Agent:35.0,Third_Agent:1766.0,Fourth_Agent:1766.0,Fifth_Agent:1766.0"  , "First_Agent:2,Second_Agent:0,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Fourth_Agent
  62, cluster_1016191801_1016199119                             ,         0,            0, True      , Fourth_Agent, queue=1766.0 >= 200, "First_Agent:1766.0,Second_Agent:35.0,Third_Agent:1766.0,Fourth_Agent:1766.0,Fifth_Agent:1766.0"  , "First_Agent:2,Second_Agent:0,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Fourth_Agent
  62, cluster_1016192514_4084049672_5921362888                  ,         1,            0, True      , Third_Agent , queue=1766.0 >= 200, "First_Agent:1766.0,Second_Agent:35.0,Third_Agent:1766.0,Fourth_Agent:1766.0,Fifth_Agent:1766.0"  , "First_Agent:2,Second_Agent:0,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Third_Agent
  63, 1016184376                                                ,         0,            0, False     ,             ,                    , "First_Agent:2191.0,Second_Agent:45.0,Third_Agent:2191.0,Fourth_Agent:2191.0,Fifth_Agent:2191.0"  , "First_Agent:2,Second_Agent:0,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , 
  63, 5237321225                                                ,         1,            0, True      , First_Agent , queue=2191.0 >= 200, "First_Agent:2191.0,Second_Agent:45.0,Third_Agent:2191.0,Fourth_Agent:2191.0,Fifth_Agent:2191.0"  , "First_Agent:2,Second_Agent:0,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , First_Agent
  63, GS_cluster_1016191643_1016191860_1016192269_1016198634    ,         1,            0, True      , Fifth_Agent , queue=2191.0 >= 200, "First_Agent:2191.0,Second_Agent:45.0,Third_Agent:2191.0,Fourth_Agent:2191.0,Fifth_Agent:2191.0"  , "First_Agent:2,Second_Agent:0,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Fifth_Agent
  63, cluster_1016183180_1016185346_1016193503_1016194749       ,         1,            0, True      , Fifth_Agent , queue=2191.0 >= 200, "First_Agent:2191.0,Second_Agent:45.0,Third_Agent:2191.0,Fourth_Agent:2191.0,Fifth_Agent:2191.0"  , "First_Agent:2,Second_Agent:0,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Fifth_Agent
  63, cluster_1016184252_1016191971                             ,         1,            1, False     ,             ,                    , "First_Agent:2191.0,Second_Agent:45.0,Third_Agent:2191.0,Fourth_Agent:2191.0,Fifth_Agent:2191.0"  , "First_Agent:2,Second_Agent:0,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , 
  63, cluster_1016184655_1016193545_1016201012_9372174241       ,         1,            1, False     ,             ,                    , "First_Agent:2191.0,Second_Agent:45.0,Third_Agent:2191.0,Fourth_Agent:2191.0,Fifth_Agent:2191.0"  , "First_Agent:2,Second_Agent:0,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , 
  63, cluster_1016184997_1016188102_1016195714_5921483463       ,         1,            0, True      , Fourth_Agent, queue=2191.0 >= 200, "First_Agent:2191.0,Second_Agent:45.0,Third_Agent:2191.0,Fourth_Agent:2191.0,Fifth_Agent:2191.0"  , "First_Agent:2,Second_Agent:0,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Fourth_Agent
  63, cluster_1016185040_1016195865_9372174234_9372174235       ,         1,            0, True      , First_Agent , queue=2191.0 >= 200, "First_Agent:2191.0,Second_Agent:45.0,Third_Agent:2191.0,Fourth_Agent:2191.0,Fifth_Agent:2191.0"  , "First_Agent:2,Second_Agent:0,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , First_Agent
  63, cluster_1016185522_1016193644_5237321232_5921362889_#1more,         1,            0, True      , Third_Agent , queue=2191.0 >= 200, "First_Agent:2191.0,Second_Agent:45.0,Third_Agent:2191.0,Fourth_Agent:2191.0,Fifth_Agent:2191.0"  , "First_Agent:2,Second_Agent:0,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Third_Agent
  63, cluster_1016189230_1016195084_5921362584_9371895544       ,         1,            0, True      , Third_Agent , queue=2191.0 >= 200, "First_Agent:2191.0,Second_Agent:45.0,Third_Agent:2191.0,Fourth_Agent:2191.0,Fifth_Agent:2191.0"  , "First_Agent:2,Second_Agent:0,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Third_Agent
  63, cluster_1016191445_1016199645                             ,         1,            0, True      , First_Agent , queue=2191.0 >= 200, "First_Agent:2191.0,Second_Agent:45.0,Third_Agent:2191.0,Fourth_Agent:2191.0,Fifth_Agent:2191.0"  , "First_Agent:2,Second_Agent:0,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , First_Agent
  63, cluster_1016191702_1016195035                             ,         1,            0, True      , Fourth_Agent, queue=2191.0 >= 200, "First_Agent:2191.0,Second_Agent:45.0,Third_Agent:2191.0,Fourth_Agent:2191.0,Fifth_Agent:2191.0"  , "First_Agent:2,Second_Agent:0,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Fourth_Agent
  63, cluster_1016191801_1016199119                             ,         1,            0, True      , Fourth_Agent, queue=2191.0 >= 200, "First_Agent:2191.0,Second_Agent:45.0,Third_Agent:2191.0,Fourth_Agent:2191.0,Fifth_Agent:2191.0"  , "First_Agent:2,Second_Agent:0,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Fourth_Agent
  63, cluster_1016192514_4084049672_5921362888                  ,         1,            0, True      , Third_Agent , queue=2191.0 >= 200, "First_Agent:2191.0,Second_Agent:45.0,Third_Agent:2191.0,Fourth_Agent:2191.0,Fifth_Agent:2191.0"  , "First_Agent:2,Second_Agent:0,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Third_Agent
  64, 1016184376                                                ,         1,            0, True      , Second_Agent, queue=360.0 >= 200 , "First_Agent:360.0,Second_Agent:360.0,Third_Agent:360.0,Fourth_Agent:360.0,Fifth_Agent:360.0"     , "First_Agent:2,Second_Agent:10,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"    , Second_Agent
  64, 5237321225                                                ,         1,            0, True      , First_Agent , queue=360.0 >= 200 , "First_Agent:360.0,Second_Agent:360.0,Third_Agent:360.0,Fourth_Agent:360.0,Fifth_Agent:360.0"     , "First_Agent:2,Second_Agent:10,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"    , First_Agent
  64, GS_cluster_1016191643_1016191860_1016192269_1016198634    ,         1,            0, True      , Fifth_Agent , queue=360.0 >= 200 , "First_Agent:360.0,Second_Agent:360.0,Third_Agent:360.0,Fourth_Agent:360.0,Fifth_Agent:360.0"     , "First_Agent:2,Second_Agent:10,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"    , Fifth_Agent
  64, cluster_1016183180_1016185346_1016193503_1016194749       ,         1,            0, True      , Fifth_Agent , queue=360.0 >= 200 , "First_Agent:360.0,Second_Agent:360.0,Third_Agent:360.0,Fourth_Agent:360.0,Fifth_Agent:360.0"     , "First_Agent:2,Second_Agent:10,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"    , Fifth_Agent
  64, cluster_1016184252_1016191971                             ,         1,            0, True      , Second_Agent, queue=360.0 >= 200 , "First_Agent:360.0,Second_Agent:360.0,Third_Agent:360.0,Fourth_Agent:360.0,Fifth_Agent:360.0"     , "First_Agent:2,Second_Agent:10,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"    , Second_Agent
  64, cluster_1016184655_1016193545_1016201012_9372174241       ,         1,            0, True      , Second_Agent, queue=360.0 >= 200 , "First_Agent:360.0,Second_Agent:360.0,Third_Agent:360.0,Fourth_Agent:360.0,Fifth_Agent:360.0"     , "First_Agent:2,Second_Agent:10,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"    , Second_Agent
  64, cluster_1016184997_1016188102_1016195714_5921483463       ,         1,            0, True      , Fourth_Agent, queue=360.0 >= 200 , "First_Agent:360.0,Second_Agent:360.0,Third_Agent:360.0,Fourth_Agent:360.0,Fifth_Agent:360.0"     , "First_Agent:2,Second_Agent:10,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"    , Fourth_Agent
  64, cluster_1016185040_1016195865_9372174234_9372174235       ,         1,            0, True      , First_Agent , queue=360.0 >= 200 , "First_Agent:360.0,Second_Agent:360.0,Third_Agent:360.0,Fourth_Agent:360.0,Fifth_Agent:360.0"     , "First_Agent:2,Second_Agent:10,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"    , First_Agent
  64, cluster_1016185522_1016193644_5237321232_5921362889_#1more,         1,            0, True      , Third_Agent , queue=360.0 >= 200 , "First_Agent:360.0,Second_Agent:360.0,Third_Agent:360.0,Fourth_Agent:360.0,Fifth_Agent:360.0"     , "First_Agent:2,Second_Agent:10,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"    , Third_Agent
  64, cluster_1016189230_1016195084_5921362584_9371895544       ,         1,            0, True      , Third_Agent , queue=360.0 >= 200 , "First_Agent:360.0,Second_Agent:360.0,Third_Agent:360.0,Fourth_Agent:360.0,Fifth_Agent:360.0"     , "First_Agent:2,Second_Agent:10,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"    , Third_Agent
  64, cluster_1016191445_1016199645                             ,         1,            0, True      , First_Agent , queue=360.0 >= 200 , "First_Agent:360.0,Second_Agent:360.0,Third_Agent:360.0,Fourth_Agent:360.0,Fifth_Agent:360.0"     , "First_Agent:2,Second_Agent:10,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"    , First_Agent
  64, cluster_1016191702_1016195035                             ,         1,            0, True      , Fourth_Agent, queue=360.0 >= 200 , "First_Agent:360.0,Second_Agent:360.0,Third_Agent:360.0,Fourth_Agent:360.0,Fifth_Agent:360.0"     , "First_Agent:2,Second_Agent:10,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"    , Fourth_Agent
  64, cluster_1016191801_1016199119                             ,         1,            0, True      , Fourth_Agent, queue=360.0 >= 200 , "First_Agent:360.0,Second_Agent:360.0,Third_Agent:360.0,Fourth_Agent:360.0,Fifth_Agent:360.0"     , "First_Agent:2,Second_Agent:10,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"    , Fourth_Agent
  64, cluster_1016192514_4084049672_5921362888                  ,         1,            0, True      , Third_Agent , queue=360.0 >= 200 , "First_Agent:360.0,Second_Agent:360.0,Third_Agent:360.0,Fourth_Agent:360.0,Fifth_Agent:360.0"     , "First_Agent:2,Second_Agent:10,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"    , Third_Agent
  65, 1016184376                                                ,         1,            0, True      , Second_Agent, queue=612.0 >= 200 , "First_Agent:612.0,Second_Agent:612.0,Third_Agent:612.0,Fourth_Agent:612.0,Fifth_Agent:612.0"     , "First_Agent:2,Second_Agent:10,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"    , Second_Agent
  65, 5237321225                                                ,         1,            0, True      , First_Agent , queue=612.0 >= 200 , "First_Agent:612.0,Second_Agent:612.0,Third_Agent:612.0,Fourth_Agent:612.0,Fifth_Agent:612.0"     , "First_Agent:2,Second_Agent:10,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"    , First_Agent
  65, GS_cluster_1016191643_1016191860_1016192269_1016198634    ,         1,            0, True      , Fifth_Agent , queue=612.0 >= 200 , "First_Agent:612.0,Second_Agent:612.0,Third_Agent:612.0,Fourth_Agent:612.0,Fifth_Agent:612.0"     , "First_Agent:2,Second_Agent:10,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"    , Fifth_Agent
  65, cluster_1016183180_1016185346_1016193503_1016194749       ,         1,            0, True      , Fifth_Agent , queue=612.0 >= 200 , "First_Agent:612.0,Second_Agent:612.0,Third_Agent:612.0,Fourth_Agent:612.0,Fifth_Agent:612.0"     , "First_Agent:2,Second_Agent:10,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"    , Fifth_Agent
  65, cluster_1016184252_1016191971                             ,         1,            0, True      , Second_Agent, queue=612.0 >= 200 , "First_Agent:612.0,Second_Agent:612.0,Third_Agent:612.0,Fourth_Agent:612.0,Fifth_Agent:612.0"     , "First_Agent:2,Second_Agent:10,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"    , Second_Agent
  65, cluster_1016184655_1016193545_1016201012_9372174241       ,         1,            0, True      , Second_Agent, queue=612.0 >= 200 , "First_Agent:612.0,Second_Agent:612.0,Third_Agent:612.0,Fourth_Agent:612.0,Fifth_Agent:612.0"     , "First_Agent:2,Second_Agent:10,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"    , Second_Agent
  65, cluster_1016184997_1016188102_1016195714_5921483463       ,         1,            0, True      , Fourth_Agent, queue=612.0 >= 200 , "First_Agent:612.0,Second_Agent:612.0,Third_Agent:612.0,Fourth_Agent:612.0,Fifth_Agent:612.0"     , "First_Agent:2,Second_Agent:10,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"    , Fourth_Agent
  65, cluster_1016185040_1016195865_9372174234_9372174235       ,         1,            0, True      , First_Agent , queue=612.0 >= 200 , "First_Agent:612.0,Second_Agent:612.0,Third_Agent:612.0,Fourth_Agent:612.0,Fifth_Agent:612.0"     , "First_Agent:2,Second_Agent:10,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"    , First_Agent
  65, cluster_1016185522_1016193644_5237321232_5921362889_#1more,         1,            0, True      , Third_Agent , queue=612.0 >= 200 , "First_Agent:612.0,Second_Agent:612.0,Third_Agent:612.0,Fourth_Agent:612.0,Fifth_Agent:612.0"     , "First_Agent:2,Second_Agent:10,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"    , Third_Agent
  65, cluster_1016189230_1016195084_5921362584_9371895544       ,         1,            0, True      , Third_Agent , queue=612.0 >= 200 , "First_Agent:612.0,Second_Agent:612.0,Third_Agent:612.0,Fourth_Agent:612.0,Fifth_Agent:612.0"     , "First_Agent:2,Second_Agent:10,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"    , Third_Agent
  65, cluster_1016191445_1016199645                             ,         1,            0, True      , First_Agent , queue=612.0 >= 200 , "First_Agent:612.0,Second_Agent:612.0,Third_Agent:612.0,Fourth_Agent:612.0,Fifth_Agent:612.0"     , "First_Agent:2,Second_Agent:10,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"    , First_Agent
  65, cluster_1016191702_1016195035                             ,         1,            0, True      , Fourth_Agent, queue=612.0 >= 200 , "First_Agent:612.0,Second_Agent:612.0,Third_Agent:612.0,Fourth_Agent:612.0,Fifth_Agent:612.0"     , "First_Agent:2,Second_Agent:10,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"    , Fourth_Agent
  65, cluster_1016191801_1016199119                             ,         1,            0, True      , Fourth_Agent, queue=612.0 >= 200 , "First_Agent:612.0,Second_Agent:612.0,Third_Agent:612.0,Fourth_Agent:612.0,Fifth_Agent:612.0"     , "First_Agent:2,Second_Agent:10,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"    , Fourth_Agent
  65, cluster_1016192514_4084049672_5921362888                  ,         0,            0, True      , Third_Agent , queue=612.0 >= 200 , "First_Agent:612.0,Second_Agent:612.0,Third_Agent:612.0,Fourth_Agent:612.0,Fifth_Agent:612.0"     , "First_Agent:2,Second_Agent:10,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"    , Third_Agent
  66, 1016184376                                                ,         1,            0, True      , Second_Agent, queue=9.0 >= 200   , "First_Agent:884.0,Second_Agent:9.0,Third_Agent:884.0,Fourth_Agent:884.0,Fifth_Agent:884.0"       , "First_Agent:2,Second_Agent:9,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Second_Agent
  66, 5237321225                                                ,         1,            0, True      , First_Agent , queue=884.0 >= 200 , "First_Agent:884.0,Second_Agent:9.0,Third_Agent:884.0,Fourth_Agent:884.0,Fifth_Agent:884.0"       , "First_Agent:2,Second_Agent:9,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , First_Agent
  66, GS_cluster_1016191643_1016191860_1016192269_1016198634    ,         1,            0, True      , Fifth_Agent , queue=884.0 >= 200 , "First_Agent:884.0,Second_Agent:9.0,Third_Agent:884.0,Fourth_Agent:884.0,Fifth_Agent:884.0"       , "First_Agent:2,Second_Agent:9,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Fifth_Agent
  66, cluster_1016183180_1016185346_1016193503_1016194749       ,         1,            0, True      , Fifth_Agent , queue=884.0 >= 200 , "First_Agent:884.0,Second_Agent:9.0,Third_Agent:884.0,Fourth_Agent:884.0,Fifth_Agent:884.0"       , "First_Agent:2,Second_Agent:9,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Fifth_Agent
  66, cluster_1016184252_1016191971                             ,         1,            0, True      , Second_Agent, queue=9.0 >= 200   , "First_Agent:884.0,Second_Agent:9.0,Third_Agent:884.0,Fourth_Agent:884.0,Fifth_Agent:884.0"       , "First_Agent:2,Second_Agent:9,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Second_Agent
  66, cluster_1016184655_1016193545_1016201012_9372174241       ,         1,            0, True      , Second_Agent, queue=9.0 >= 200   , "First_Agent:884.0,Second_Agent:9.0,Third_Agent:884.0,Fourth_Agent:884.0,Fifth_Agent:884.0"       , "First_Agent:2,Second_Agent:9,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Second_Agent
  66, cluster_1016184997_1016188102_1016195714_5921483463       ,         1,            0, True      , Fourth_Agent, queue=884.0 >= 200 , "First_Agent:884.0,Second_Agent:9.0,Third_Agent:884.0,Fourth_Agent:884.0,Fifth_Agent:884.0"       , "First_Agent:2,Second_Agent:9,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Fourth_Agent
  66, cluster_1016185040_1016195865_9372174234_9372174235       ,         1,            0, True      , First_Agent , queue=884.0 >= 200 , "First_Agent:884.0,Second_Agent:9.0,Third_Agent:884.0,Fourth_Agent:884.0,Fifth_Agent:884.0"       , "First_Agent:2,Second_Agent:9,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , First_Agent
  66, cluster_1016185522_1016193644_5237321232_5921362889_#1more,         1,            0, True      , Third_Agent , queue=884.0 >= 200 , "First_Agent:884.0,Second_Agent:9.0,Third_Agent:884.0,Fourth_Agent:884.0,Fifth_Agent:884.0"       , "First_Agent:2,Second_Agent:9,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Third_Agent
  66, cluster_1016189230_1016195084_5921362584_9371895544       ,         1,            0, True      , Third_Agent , queue=884.0 >= 200 , "First_Agent:884.0,Second_Agent:9.0,Third_Agent:884.0,Fourth_Agent:884.0,Fifth_Agent:884.0"       , "First_Agent:2,Second_Agent:9,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Third_Agent
  66, cluster_1016191445_1016199645                             ,         1,            0, True      , First_Agent , queue=884.0 >= 200 , "First_Agent:884.0,Second_Agent:9.0,Third_Agent:884.0,Fourth_Agent:884.0,Fifth_Agent:884.0"       , "First_Agent:2,Second_Agent:9,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , First_Agent
  66, cluster_1016191702_1016195035                             ,         1,            0, True      , Fourth_Agent, queue=884.0 >= 200 , "First_Agent:884.0,Second_Agent:9.0,Third_Agent:884.0,Fourth_Agent:884.0,Fifth_Agent:884.0"       , "First_Agent:2,Second_Agent:9,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Fourth_Agent
  66, cluster_1016191801_1016199119                             ,         1,            0, True      , Fourth_Agent, queue=884.0 >= 200 , "First_Agent:884.0,Second_Agent:9.0,Third_Agent:884.0,Fourth_Agent:884.0,Fifth_Agent:884.0"       , "First_Agent:2,Second_Agent:9,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Fourth_Agent
  66, cluster_1016192514_4084049672_5921362888                  ,         1,            0, True      , Third_Agent , queue=884.0 >= 200 , "First_Agent:884.0,Second_Agent:9.0,Third_Agent:884.0,Fourth_Agent:884.0,Fifth_Agent:884.0"       , "First_Agent:2,Second_Agent:9,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Third_Agent
  67, 1016184376                                                ,         1,            0, True      , Second_Agent, queue=34.0 >= 200  , "First_Agent:1090.0,Second_Agent:34.0,Third_Agent:1090.0,Fourth_Agent:1090.0,Fifth_Agent:1090.0"  , "First_Agent:2,Second_Agent:8,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Second_Agent
  67, 5237321225                                                ,         1,            0, True      , First_Agent , queue=1090.0 >= 200, "First_Agent:1090.0,Second_Agent:34.0,Third_Agent:1090.0,Fourth_Agent:1090.0,Fifth_Agent:1090.0"  , "First_Agent:2,Second_Agent:8,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , First_Agent
  67, GS_cluster_1016191643_1016191860_1016192269_1016198634    ,         0,            0, True      , Fifth_Agent , queue=1090.0 >= 200, "First_Agent:1090.0,Second_Agent:34.0,Third_Agent:1090.0,Fourth_Agent:1090.0,Fifth_Agent:1090.0"  , "First_Agent:2,Second_Agent:8,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Fifth_Agent
  67, cluster_1016183180_1016185346_1016193503_1016194749       ,         1,            0, True      , Fifth_Agent , queue=1090.0 >= 200, "First_Agent:1090.0,Second_Agent:34.0,Third_Agent:1090.0,Fourth_Agent:1090.0,Fifth_Agent:1090.0"  , "First_Agent:2,Second_Agent:8,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Fifth_Agent
  67, cluster_1016184252_1016191971                             ,         1,            0, True      , Second_Agent, queue=34.0 >= 200  , "First_Agent:1090.0,Second_Agent:34.0,Third_Agent:1090.0,Fourth_Agent:1090.0,Fifth_Agent:1090.0"  , "First_Agent:2,Second_Agent:8,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Second_Agent
  67, cluster_1016184655_1016193545_1016201012_9372174241       ,         1,            0, True      , Second_Agent, queue=34.0 >= 200  , "First_Agent:1090.0,Second_Agent:34.0,Third_Agent:1090.0,Fourth_Agent:1090.0,Fifth_Agent:1090.0"  , "First_Agent:2,Second_Agent:8,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Second_Agent
  67, cluster_1016184997_1016188102_1016195714_5921483463       ,         1,            0, True      , Fourth_Agent, queue=1090.0 >= 200, "First_Agent:1090.0,Second_Agent:34.0,Third_Agent:1090.0,Fourth_Agent:1090.0,Fifth_Agent:1090.0"  , "First_Agent:2,Second_Agent:8,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Fourth_Agent
  67, cluster_1016185040_1016195865_9372174234_9372174235       ,         1,            0, True      , First_Agent , queue=1090.0 >= 200, "First_Agent:1090.0,Second_Agent:34.0,Third_Agent:1090.0,Fourth_Agent:1090.0,Fifth_Agent:1090.0"  , "First_Agent:2,Second_Agent:8,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , First_Agent
  67, cluster_1016185522_1016193644_5237321232_5921362889_#1more,         1,            0, True      , Third_Agent , queue=1090.0 >= 200, "First_Agent:1090.0,Second_Agent:34.0,Third_Agent:1090.0,Fourth_Agent:1090.0,Fifth_Agent:1090.0"  , "First_Agent:2,Second_Agent:8,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Third_Agent
  67, cluster_1016189230_1016195084_5921362584_9371895544       ,         1,            0, True      , Third_Agent , queue=1090.0 >= 200, "First_Agent:1090.0,Second_Agent:34.0,Third_Agent:1090.0,Fourth_Agent:1090.0,Fifth_Agent:1090.0"  , "First_Agent:2,Second_Agent:8,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , Third_Agent
  67, cluster_1016191445_1016199645                             ,         1,            0, True      , First_Agent , queue=1090.0 >= 200, "First_Agent:1090.0,Second_Agent:34.0,Third_Agent:1090.0,Fourth_Agent:1090.0,Fifth_Agent:1090.0"  , "First_Agent:2,Second_Agent:8,Third_Agent:2,Fourth_Agent:2,Fifth_Agent:2"     , First_Agent
