step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1016184376_stopped,1016184376_accumulated_waiting_time,1016184376_average_speed,1016200794_stopped,1016200794_accumulated_waiting_time,1016200794_average_speed,5237321225_stopped,5237321225_accumulated_waiting_time,5237321225_average_speed,9376141054_stopped,9376141054_accumulated_waiting_time,9376141054_average_speed,GS_cluster_1016191643_1016191860_1016192269_1016198634_stopped,GS_cluster_1016191643_1016191860_1016192269_1016198634_accumulated_waiting_time,GS_cluster_1016191643_1016191860_1016192269_1016198634_average_speed,cluster_1016183180_1016185346_1016193503_1016194749_stopped,cluster_1016183180_1016185346_1016193503_1016194749_accumulated_waiting_time,cluster_1016183180_1016185346_1016193503_1016194749_average_speed,cluster_1016184252_1016191971_stopped,cluster_1016184252_1016191971_accumulated_waiting_time,cluster_1016184252_1016191971_average_speed,cluster_1016184655_1016193545_1016201012_9372174241_stopped,cluster_1016184655_1016193545_1016201012_9372174241_accumulated_waiting_time,cluster_1016184655_1016193545_1016201012_9372174241_average_speed,cluster_1016184997_1016188102_1016195714_5921483463_stopped,cluster_1016184997_1016188102_1016195714_5921483463_accumulated_waiting_time,cluster_1016184997_1016188102_1016195714_5921483463_average_speed,cluster_1016185040_1016195865_9372174234_9372174235_stopped,cluster_1016185040_1016195865_9372174234_9372174235_accumulated_waiting_time,cluster_1016185040_1016195865_9372174234_9372174235_average_speed,cluster_1016185522_1016193644_5237321232_5921362889_#1more_stopped,cluster_1016185522_1016193644_5237321232_5921362889_#1more_accumulated_waiting_time,cluster_1016185522_1016193644_5237321232_5921362889_#1more_average_speed,cluster_1016189230_1016195084_5921362584_9371895544_stopped,cluster_1016189230_1016195084_5921362584_9371895544_accumulated_waiting_time,cluster_1016189230_1016195084_5921362584_9371895544_average_speed,cluster_1016191702_1016195035_stopped,cluster_1016191702_1016195035_accumulated_waiting_time,cluster_1016191702_1016195035_average_speed,cluster_1016191801_1016199119_stopped,cluster_1016191801_1016199119_accumulated_waiting_time,cluster_1016191801_1016199119_average_speed,cluster_1016192514_4084049672_5921362888_stopped,cluster_1016192514_4084049672_5921362888_accumulated_waiting_time,cluster_1016192514_4084049672_5921362888_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,1,0.0,0.0,6.448206482633391,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
20.0,1,0.0,0.0,9.311173315335871,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
30.0,1,0.0,0.0,9.266103007706944,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.4905300060415753,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
40.0,2,6.0,0.15,11.699571317636824,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,6.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,6.0
50.0,1,0.0,0.0,11.701802107644058,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.28897336395466316,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
60.0,2,7.0,0.11666666666666667,12.257597037405228,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,7.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,7.0
70.0,1,0.0,0.0,14.147937044646937,0,0.0,1.0,0,0.0,1.0,0,0.0,0.06134574247484717,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7135732415366743,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
80.0,2,9.0,0.11392405063291139,13.85512788687955,0,0.0,1.0,0,0.0,1.0,1,9.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,9.0
90.0,2,19.0,0.21348314606741572,13.651932439269356,0,0.0,1.0,0,0.0,1.0,1,19.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.5797904156931372,0,0.0,1.0,0,0.0,1.0,1,19.0
100.0,2,6.0,0.061224489795918366,14.098783594816988,0,0.0,0.9714191577683959,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.47914987335794734,0,0.0,1.0,0,0.0,0.01821831272913394,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,6.0,0.4422939713970989,0,0.0,1.0,0,0.0,1.0,1,6.0
110.0,4,22.0,0.205607476635514,14.626379372296427,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,1.0,0.001657973694053425,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.008248814293802335,0,0.0,1.0,2,21.0,0.13988696567837103,0,0.0,1.0,0,0.0,1.0,3,22.0
120.0,3,12.0,0.10434782608695652,14.156074537151316,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.5524408022088529,0,0.0,1.0,0,0.0,0.9706083410013473,0,0.0,1.0,1,2.0,0.0004655909260029614,1,10.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,12.0
130.0,2,5.0,0.04065040650406504,13.829431039630991,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,5.0,0.2635382996618568,0,0.0,1.0,0,0.0,0.20718954749933866,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7780968583943806,0,0.0,1.0,0,2.0,0.9458200346493283,0,2.0,0.23559220290507193,1,9.0
140.0,5,34.0,0.25757575757575757,13.683458689503453,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8599778183444645,3,27.0,0.0,0,0.0,0.9343459910494668,1,7.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9744878374062669,0,0.0,0.615794668424001,0,0.0,1.0,0,0.0,0.3455964742101904,0,3.0,0.5039902205576542,4,37.0
150.0,11,105.0,0.7446808510638298,13.104819683841392,0,0.0,0.984719058258129,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,57.0,0.0,2,10.0,1.0944377648858719e-05,1,17.0,0.0,0,0.0,0.4895854859916557,0,0.0,1.0,0,0.0,1.0,1,4.0,0.49598424824141985,0,0.0,0.6211655388259804,1,6.0,0.0,1,11.0,0.0,9,105.0
160.0,13,154.0,1.0405405405405406,13.241356815026952,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9704594137236942,3,87.0,0.39334012406853847,2,32.0,0.05215798656618845,0,0.0,1.0,0,0.0,0.3656434945264396,0,0.0,1.0,0,0.0,1.0,3,5.0,0.00038413214082298037,1,6.0,0.24839270048990925,1,2.0,8.763557560274514e-05,1,21.0,0.0,11,153.0
170.0,12,174.0,1.1153846153846154,13.677945997436895,0,2.0,0.3123459556457659,0,0.0,1.0,0,1.0,0.6672605757981207,0,0.0,1.0,0,0.0,1.0,5,124.0,0.12317158298563805,0,0.0,0.6339604375446394,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,2.0,0.6013919521204876,3,35.0,0.0,0,0.0,1.0,1,12.0,0.48530685037789484,1,3.0,0.3074512748011273,10,179.0
180.0,15,220.0,1.3496932515337423,13.798673762369633,0,0.0,1.0,0,2.0,0.8607640317829937,2,9.0,0.0009260986058557937,0,0.0,1.0,0,0.0,1.0,5,174.0,0.0,0,0.0,1.0,0,0.0,0.9675770184112826,2,9.0,0.23210222911114567,0,0.0,1.0,1,8.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.040164177644897346,3,27.0,0.0,13,229.0
190.0,16,324.0,1.9171597633136095,13.426023827207983,0,0.0,1.0,3,14.0,0.00287957571251482,1,6.0,0.0,0,0.0,0.20352295948711585,0,0.0,0.842691733378051,5,224.0,0.0,0,0.0,1.0,0,0.0,0.4130309134956577,0,0.0,0.875226432095174,0,2.0,0.09145515161253429,1,18.0,0.2969823885394702,0,0.0,0.5244644876974471,0,1.0,0.9660678765147662,1,15.0,0.3936820514683002,3,58.0,0.24903513886885847,14,338.0
200.0,20,410.0,2.3295454545454546,13.59890587325621,0,0.0,1.0,4,54.0,0.0,1,16.0,0.3086899684889928,1,8.0,0.0,0,0.0,1.0,5,274.0,0.0,0,0.0,1.0,1,6.0,0.0,0,0.0,0.7518792112598732,1,10.0,0.0,2,38.0,0.30130698497554476,1,4.0,0.0002902159001081391,0,0.0,0.9718648472236701,2,11.0,0.3805529564998644,1,7.0,0.0,19,428.0
210.0,19,503.0,2.733695652173913,13.07590300426403,0,0.0,1.0,4,96.0,0.09946961238360455,1,26.0,0.012202508160937832,0,0.0,1.0,0,0.0,0.7195089651434239,5,324.0,0.2183876432230766,0,0.0,0.9431728499406081,0,2.0,0.609393612961855,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.6172398840317936,0,12.0,0.7293582666380146,7,52.0,0.10477588208793497,1,19.0,0.28974240919478667,18,531.0
220.0,23,617.0,3.2473684210526317,12.368108608102581,0,0.0,1.0,5,141.0,0.13358474815428248,2,46.0,0.0,0,2.0,0.9582553131467522,0,0.0,1.0,8,387.0,0.1052006162109106,2,7.0,0.0012371750431089319,0,0.0,1.0,0,2.0,0.6688157369028364,0,0.0,1.0,0,0.0,1.0,3,14.0,0.050879292978058877,0,0.0,1.0,0,17.0,0.1880419441010849,1,29.0,0.5003626851400834,21,645.0
230.0,22,696.0,3.606217616580311,13.217596247276013,0,0.0,1.0,6,197.0,0.0,1,20.0,0.3245042886862946,0,0.0,1.0,0,0.0,1.0,10,472.0,0.07602177273063733,1,4.0,0.0015752560733241336,0,0.0,1.0,2,10.0,0.2873845346914285,0,0.0,1.0,1,5.0,0.25306577394124535,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,21,708.0
240.0,25,904.0,4.52,12.640046065819313,0,0.0,0.20665276747392516,6,257.0,0.0,2,40.0,0.3850153888486401,0,0.0,1.0,0,0.0,0.6808528063182284,11,580.0,0.0,3,19.0,0.02525160093240646,0,0.0,0.3904111554424876,1,5.0,0.48300077297109373,0,0.0,1.0,1,13.0,0.10411646655149952,0,0.0,1.0,0,0.0,1.0,0,2.0,0.7930555338871434,0,3.0,0.5597303152338924,24,919.0
250.0,39,1202.0,5.921182266009852,11.598249205991165,1,9.0,0.0,6,317.0,0.025899935878238994,6,80.0,0.005540374846079964,0,0.0,1.0,0,0.0,0.673812792266919,12,691.0,0.0044627908167222275,4,59.0,0.04397511097093288,1,1.0,0.00021459760974553753,2,18.0,0.0003058409358293016,0,0.0,1.0,1,23.0,0.0,0,0.0,0.9121371241853902,0,0.0,1.0,0,0.0,1.0,3,19.0,0.24970311346323193,36,1217.0
260.0,38,1411.0,6.687203791469194,11.55546723252342,2,23.0,4.080881157047225e-06,7,385.0,0.0,1,32.0,0.09687937466808434,0,0.0,1.0,1,5.0,3.865383672886256e-06,15,830.0,0.004153007379014242,6,112.0,0.0,0,0.0,1.0,2,40.0,0.14271761016321322,0,3.0,0.40417124616068434,0,2.0,0.6116829427548137,1,2.0,0.000764420527792491,0,0.0,1.0,0,0.0,1.0,0,0.0,0.28818294819412166,35,1434.0
270.0,26,1161.0,5.277272727272727,12.566147771678429,2,43.0,0.0,0,5.0,0.27369041402016336,1,38.0,0.5845833165127013,0,0.0,1.0,1,15.0,0.0,16,989.0,0.0014488465976753662,0,0.0,1.0,0,0.0,1.0,2,58.0,0.0,0,0.0,1.0,1,9.0,0.0,2,15.0,0.16883124762250987,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,25,1172.0
280.0,25,1232.0,5.4035087719298245,13.165439106098706,2,63.0,0.0,0,4.0,0.9347268911747857,3,62.0,0.22679547211355244,0,0.0,1.0,1,25.0,0.0,12,1044.0,0.050105734421617254,0,0.0,1.0,0,3.0,0.6665126526529261,1,3.0,0.00017312762639886181,0,2.0,0.7042093688891689,0,0.0,0.7977292879749827,2,35.0,0.4769647563278665,0,0.0,1.0,0,0.0,1.0,1,3.0,0.4982873738863702,22,1244.0
290.0,34,1509.0,6.448717948717949,11.953048363473394,2,83.0,0.0,0,0.0,1.0,6,109.0,1.5745848230107379e-06,0,0.0,1.0,2,48.0,0.1450322392409469,13,1169.0,0.0,0,2.0,0.5579022289419742,1,4.0,0.32061947846982947,1,13.0,0.0,2,31.0,0.11582247941818502,0,2.0,0.3594823673438554,2,60.0,0.0020136389334148297,0,7.0,0.9752908216455004,0,0.0,1.0,2,16.0,0.0013497351152559677,31,1544.0
300.0,34,493.0,2.062761506276151,11.796109774753424,2,103.0,0.0,0,0.0,1.0,6,108.0,0.16318837819681786,0,0.0,1.0,4,85.0,0.0,0,112.0,0.5018169150988893,1,3.0,0.0,2,19.0,0.07848291728740889,1,23.0,0.07901345008944331,7,83.0,0.07543204786181303,0,4.0,0.5255845391992404,4,100.0,0.1446543227130197,4,21.0,0.0001395811098898836,0,0.0,1.0,0,0.0,0.687094598749579,31,661.0
310.0,37,559.0,2.309917355371901,12.317891538093182,2,123.0,0.0,0,4.0,0.5214420881563689,9,192.0,0.0009197018831461849,0,0.0,1.0,0,7.0,0.5109493132165595,5,95.0,3.910088290017928e-05,0,0.0,1.0,0,0.0,0.9631409482257878,0,0.0,1.0,10,162.0,8.04770918573096e-05,0,0.0,1.0,0,0.0,0.4332584057762159,4,66.0,0.275499788931649,0,0.0,1.0,0,0.0,1.0,30,649.0
