step,system_mean_speed,system_total_waiting_time,system_total_stopped
132,14.616847571606991,52.0,9
133,14.61044068694181,49.0,10
134,14.576248253086662,56.0,9
135,14.513990941875626,64.0,9
136,14.470158231281532,72.0,9
137,14.366080644009873,77.0,8
138,14.306757825183178,85.0,9
139,14.185151406827874,81.0,11
140,14.01430484091687,78.0,11
141,13.918106963430589,85.0,10
142,13.916344772741274,87.0,13
143,13.923539815762101,96.0,12
144,13.982934840514835,109.0,15
145,14.231458910482669,125.0,16
146,14.374417333483333,117.0,17
147,14.431718761481733,127.0,17
148,14.59222932161813,142.0,16
149,14.630957825324865,152.0,15
150,14.575426632417944,142.0,13
151,14.463488015564053,145.0,12
152,14.236930803349521,161.0,18
153,14.024959150480525,102.0,13
154,13.853206831152557,93.0,13
155,13.681103323035277,81.0,8
156,13.738599792127019,89.0,8
157,13.838030761624132,97.0,10
158,14.065887855605201,105.0,10
159,14.164356007769193,115.0,11
160,14.162766569766678,126.0,12
161,14.284202995915345,137.0,12
162,14.322256133619133,132.0,13
163,14.267524717352725,134.0,10
164,14.290965712101615,130.0,9
165,14.308376409041418,140.0,12
166,14.380780569623154,135.0,10
167,14.418453005029733,138.0,12
168,14.467309000423178,149.0,14
169,14.631310244553948,133.0,12
170,14.54998512265337,120.0,14
171,14.438391578227472,131.0,14
172,14.460144735503611,144.0,14
173,14.324426136929128,159.0,16
174,14.15570419518545,175.0,18
175,14.035284299083386,177.0,17
176,14.027847918959086,194.0,17
177,14.025694081245991,165.0,16
178,13.961183278956664,152.0,16
179,14.026348212467633,149.0,15
180,14.003404244148006,146.0,17
181,14.089265379482784,155.0,17
182,14.103995190846423,160.0,13
183,14.111437182225798,173.0,15
184,14.166502892209046,190.0,18
185,14.082996661351702,209.0,21
186,13.8791676189816,223.0,21
187,13.722696361243093,236.0,21
188,13.678215706620072,233.0,20
189,13.713263007179204,235.0,18
190,13.704490344686407,247.0,20
191,13.728718769205518,215.0,16
192,13.700964135628954,200.0,16
193,13.709538423297298,209.0,15
194,13.573354969160123,228.0,20
195,13.701775895429321,246.0,20
196,13.770892871102438,264.0,22
197,13.750826714675993,280.0,20
198,13.589061672016594,268.0,21
199,13.399912246832477,192.0,19
200,13.368131155729879,171.0,16
201,13.336443467702178,171.0,18
202,13.420008567147281,183.0,18
203,13.585984932830517,197.0,20
204,13.680956286085948,179.0,17
205,13.751682452208268,169.0,15
206,13.719789447051399,180.0,15
207,13.729566871256978,199.0,20
208,13.67165663404066,219.0,22
209,13.57289255131945,239.0,24
210,13.580335503391415,255.0,24
211,13.677073390014842,278.0,24
212,13.708280627798883,260.0,22
213,13.854312978036644,257.0,22
214,14.005300594110873,260.0,24
215,14.103048482415725,285.0,27
216,14.179129077902848,308.0,27
217,14.289771046062988,319.0,25
218,14.299035368617316,303.0,24
219,14.322626360492375,267.0,20
220,14.327414606430045,271.0,22
221,14.321153359536385,281.0,24
222,14.31253065004618,285.0,25
223,14.33371732030078,296.0,23
224,14.192101087095667,319.0,28
225,14.185166864688656,322.0,25
226,14.254179700964512,313.0,21
227,14.190966096095082,322.0,22
228,14.108487082087201,346.0,25
229,13.896927875793963,371.0,26
230,13.711714413032178,396.0,26
231,13.718301620767372,386.0,25
232,13.723880264054683,393.0,26
233,13.749956779804801,391.0,24
234,13.775944185626894,405.0,27
235,13.779858817611055,416.0,27
236,13.662453773664724,442.0,27
237,13.484016678218712,470.0,29
238,13.252481954533353,460.0,25
239,13.199455162207425,482.0,28
240,13.172545690415213,516.0,36
241,13.145610963581714,552.0,38
242,13.068309979594503,558.0,43
243,12.9033409801674,597.0,44
244,12.846390413651479,629.0,43
245,12.904074635397484,673.0,45
246,13.050770049234856,718.0,47
247,13.138811568537205,737.0,44
248,13.133419760807381,774.0,47
249,13.134957141126572,810.0,45
250,13.191482268183318,688.0,44
251,13.212419819861044,601.0,43
252,13.171428071977973,564.0,42
253,13.170443871403183,546.0,41
254,13.128015657727653,483.0,39
255,13.151193128589936,467.0,44
256,13.197974914353507,470.0,42
257,13.246829594985549,488.0,43
258,13.21447197265908,501.0,45
259,13.14271484289954,525.0,45
260,12.941579710490238,556.0,48
261,12.748996904839643,560.0,45
262,12.556538472006862,541.0,47
263,12.48998094324767,532.0,46
264,12.560306684636359,540.0,44
265,12.531316650459669,527.0,44
266,12.550206487857198,520.0,46
267,12.59571626850204,531.0,43
268,12.532736251055477,541.0,44
269,12.417045385681668,550.0,42
270,12.325981768273671,550.0,41
271,12.43372663298096,589.0,42
272,12.400440185105174,637.0,50
273,12.386212338646317,693.0,57
274,12.299926337083686,746.0,61
275,12.284943993171257,785.0,64
276,12.288488397413055,836.0,64
277,12.369772952553962,858.0,63
278,12.441983337202801,880.0,63
279,12.527887614212869,888.0,59
280,12.562222853224286,894.0,58
281,12.568399402300027,907.0,55
282,12.434558285576333,887.0,52
283,12.369634687987359,844.0,44
284,12.351879524453315,853.0,39
285,12.38690205225114,885.0,43
286,12.49007306613438,914.0,40
287,12.542170535286916,952.0,41
288,12.486630420156104,963.0,42
289,12.522552186150785,997.0,42
290,12.570136611069692,1022.0,47
291,12.686374046749444,1051.0,52
292,12.719201791769473,1066.0,53
293,12.835292741550743,1057.0,52
294,12.901214934940793,1068.0,50
295,12.9014820015321,1084.0,52
296,12.894478023626469,1104.0,54
297,12.833514287457197,1120.0,57
298,12.826065060873043,1132.0,59
299,12.78905666624569,1166.0,60
300,12.742394341468042,1157.0,58
301,12.776048087911684,1153.0,53
302,12.751548732284768,1177.0,53
303,12.662001956590515,1212.0,56
304,12.612826724631512,1239.0,56
305,12.648108878391518,1232.0,55
306,12.660826245178466,1236.0,55
307,12.709714458027195,1248.0,52
308,12.588364249843531,1289.0,53
309,12.540486410618826,1340.0,53
310,12.505054562198993,1391.0,57
311,12.523892736796546,1440.0,59
312,12.495607430344723,1483.0,60
313,12.604253534545403,1536.0,63
314,12.651040312835729,1560.0,66
315,12.753185403975985,1592.0,63
316,12.884146762913769,1625.0,64
317,12.977913080576444,1665.0,64
318,12.970364777916537,1708.0,65
319,12.954550086177207,1767.0,66
320,12.749335516663539,1790.0,66
321,12.57947125358763,1843.0,71
322,12.55444700790611,1875.0,72
323,12.523656004411992,1847.0,69
324,12.525494383672225,1841.0,69
325,12.560015430138602,1856.0,64
326,12.573188538496733,1892.0,63
327,12.568059750553132,1930.0,63
328,12.529508001048223,1975.0,60
329,12.659098223587568,1999.0,64
330,12.664058202603622,2039.0,70
331,12.756915882492954,2014.0,64
332,12.904084188932865,1977.0,58
333,12.941092860381445,1982.0,56
334,12.914965432048662,1974.0,53
335,12.74476458532436,1975.0,56
336,12.698491616397606,1975.0,52
337,12.709815300041008,2009.0,57
338,12.556293653810602,2034.0,65
339,12.506357148130922,2052.0,60
340,12.462922845841181,2095.0,61
341,12.363900913058494,2152.0,64
342,12.328760228681787,2215.0,68
343,12.305059462828115,2286.0,75
344,12.326366221937572,2357.0,77
345,12.207737924185158,2422.0,81
346,12.181983100684926,2493.0,82
347,12.041400618400269,2551.0,86
348,11.966098760064535,2617.0,87
349,11.848634498513286,2673.0,87
350,11.82933425467405,2726.0,86
351,11.760827100717883,2752.0,85
352,11.751145312462167,2826.0,86
353,11.79452269825265,2901.0,89
354,11.801609786709195,2982.0,92
355,11.835877881490553,3057.0,96
356,11.904594132814156,3125.0,96
357,11.890856961503273,3205.0,100
358,11.978818059986384,3250.0,94
359,12.036187458573455,3197.0,92
360,12.118445803238627,3143.0,93
361,12.136941690261938,2996.0,92
362,12.138889129306273,2838.0,92
363,12.059619181138363,2632.0,90
364,11.97869880714103,2394.0,86
365,11.96873317601012,2170.0,85
366,12.01551856830808,1956.0,82
367,12.04399504688201,1804.0,76
368,12.002890496225612,1623.0,77
369,12.093467056811912,1494.0,75
370,12.19903974657407,1403.0,73
371,12.397227439355877,1341.0,69
372,12.444887014397697,1294.0,69
373,12.478590312998865,1348.0,76
374,12.50205014192433,1404.0,80
375,12.51202457027543,1477.0,82
376,12.547267049901336,1502.0,79
377,12.4407621701051,1507.0,80
378,12.32889217619303,1555.0,80
379,12.291643349390563,1612.0,78
380,12.331642216522063,1656.0,80
381,12.354384679221535,1721.0,81
382,12.419071938545722,1759.0,82
383,12.429635994933308,1799.0,86
384,12.409032872672292,1871.0,87
385,12.46028010087045,1892.0,88
386,12.464240334858196,1920.0,93
387,12.449841578060573,1941.0,91
388,12.432477123772893,1978.0,90
389,12.45289254265894,2004.0,88
390,12.369153476712048,2028.0,89
391,12.260383026717944,2049.0,87
392,12.181198031714189,2043.0,84
393,11.953594450283774,2042.0,86
394,11.851850683336409,2025.0,85
395,11.730982510598375,1973.0,80
396,11.635961701441454,1975.0,80
397,11.642148288366917,1996.0,86
398,11.608257773627066,2045.0,86
399,11.519497901304225,2117.0,92
400,11.550785122301395,2188.0,93
401,11.651689321966225,2233.0,94
402,11.769816960428304,2306.0,97
403,11.791323568093992,2389.0,97
404,11.819976400987482,2477.0,98
405,11.829847000428748,2571.0,102
406,11.919034270896253,2657.0,103
407,12.0316470038997,2719.0,104
408,12.06873136288141,2780.0,102
409,12.053238748282288,2863.0,103
410,12.103698084011427,2949.0,102
411,12.175299434605355,3028.0,103
412,12.202870462341945,3101.0,103
413,12.199150360186314,3134.0,99
414,12.144129126863684,3178.0,98
415,12.176042632122513,3261.0,99
416,12.068889431297503,3318.0,104
417,11.90328337155073,3417.0,104
418,11.75353340060892,3513.0,106
419,11.663917473935765,3611.0,105
420,11.59908245603831,3650.0,104
421,11.43276415834862,3588.0,101
422,11.334020122815415,3595.0,102
423,11.332238021416341,3612.0,102
424,11.414074019500323,3641.0,102
425,11.495823887291728,3687.0,102
426,11.554182380548797,3691.0,102
427,11.551478648221773,3759.0,103
428,11.520398915568125,3828.0,101
429,11.458841010106322,3898.0,101
430,11.561777962506222,3986.0,107
431,11.593095971887475,4077.0,110
432,11.632970470596803,4163.0,111
433,11.591849967941622,4244.0,111
434,11.577260639963143,4321.0,110
435,11.497853850395552,4414.0,111
436,11.450744341147448,4517.0,115
437,11.46420649697553,4542.0,114
438,11.463619167710306,4617.0,110
439,11.467061170343442,4698.0,108
440,11.522938652486765,4761.0,109
441,11.499062227972308,4706.0,105
442,11.525926804995832,4776.0,102
443,11.534852089930945,4741.0,100
444,11.531710325742077,4686.0,102
445,11.512535411145203,4671.0,104
446,11.479770360052761,4659.0,103
447,11.460790091999888,4653.0,108
448,11.438536057168486,4611.0,110
449,11.480206243373805,4574.0,111
450,11.480246775402511,4582.0,111
451,11.522072434848676,4622.0,108
452,11.59084991570211,4573.0,106
453,11.531015809447966,4631.0,109
454,11.501037816034781,4655.0,106
455,11.605777918398642,4670.0,106
456,11.592072839038813,4711.0,110
457,11.560173197672968,4749.0,106
458,11.501320600371686,4718.0,105
459,11.521926320445413,4780.0,106
460,11.546599056400673,4853.0,106
461,11.560363052292246,4886.0,107
462,11.443970064396552,4947.0,106
463,11.443019331137497,5013.0,106
464,11.45968936621655,5098.0,107
465,11.479219173838505,5184.0,103
466,11.507464807105949,5281.0,106
467,11.486686621559866,5382.0,105
468,11.468030602321338,5412.0,108
469,11.474607636877506,5360.0,107
470,11.572801734298945,5187.0,105
471,11.557455416775065,5044.0,104
472,11.533652097720882,4932.0,101
473,11.51444714723943,4809.0,99
474,11.496468230301648,4623.0,98
475,11.535121312235134,4525.0,98
476,11.627732353880718,4303.0,100
477,11.589358336641158,4076.0,101
478,11.534822618719073,3876.0,102
479,11.5388070440938,3676.0,102
480,11.484454378551744,3401.0,102
481,11.460953503003262,3144.0,96
482,11.401786096352549,3036.0,93
483,11.448396654437385,2863.0,95
484,11.432579279462221,2692.0,92
485,11.454519460061523,2560.0,89
486,11.515224688584649,2486.0,85
487,11.550420762106757,2411.0,82
488,11.618210486252224,2454.0,84
489,11.617651258509044,2514.0,88
490,11.63486997961096,2593.0,91
491,11.687743311997002,2677.0,95
492,11.65122974777519,2759.0,99
493,11.59101456480962,2852.0,103
494,11.666735417505508,2936.0,101
495,11.617538564454613,3021.0,105
496,11.586062095910087,3066.0,102
497,11.596577088568612,3119.0,104
498,11.568853993487412,3206.0,103
499,11.539575109034637,3310.0,105
500,11.49148062795623,3388.0,105
501,11.487044740837867,3469.0,104
502,11.433449184112595,3536.0,107
503,11.45426233279229,3590.0,106
504,11.508123644041666,3681.0,104
505,11.540136226495418,3779.0,104
506,11.615857573230278,3806.0,99
507,11.664800679256041,3865.0,99
508,11.792322397578076,3931.0,98
509,11.878760819052482,4020.0,101
510,11.88080066498996,4118.0,102
511,11.935273915787473,4220.0,104
512,12.050158251922065,4322.0,107
513,12.06139281212126,4425.0,108
514,12.138857705444968,4472.0,110
515,12.095975029012312,4519.0,106
516,12.018195529167532,4570.0,106
517,11.940107348109748,4663.0,106
518,11.891641414579531,4751.0,105
519,11.887033499892212,4839.0,103
520,11.743814188752589,4923.0,104
521,11.704470867390809,5015.0,103
522,11.680677025641735,5015.0,104
523,11.691617286990883,5052.0,104
524,11.635572736145518,4965.0,103
525,11.672664334736062,4873.0,102
526,11.52303495744655,4925.0,107
527,11.531691121942616,4765.0,102
528,11.46943316929543,4617.0,100
529,11.504970451371973,4463.0,103
530,11.548886444495489,4312.0,102
531,11.476056827629066,4144.0,99
532,11.366486053033116,4000.0,102
533,11.300229576746098,3874.0,102
534,11.180098991852855,3904.0,107
535,11.025368885191778,3802.0,112
536,11.02319217800192,3784.0,114
537,11.021438345128079,3778.0,115
538,11.044646369920622,3682.0,121
539,10.999249343535245,3595.0,124
540,11.042114400203106,3496.0,122
541,11.057936030826557,3433.0,122
542,11.095988051418304,3374.0,123
543,11.09021556871028,3305.0,123
544,11.195682342296355,3235.0,123
545,11.23071997998751,3190.0,126
546,11.233324366348953,3202.0,122
547,11.348254105306813,3184.0,117
548,11.359122907498621,3196.0,114
549,11.379433689297029,3235.0,113
550,11.316227927546015,3302.0,116
551,11.29288257756556,3233.0,110
552,11.346450182378748,3175.0,101
553,11.351213918216098,3076.0,98
554,11.379448575996536,3075.0,94
555,11.400755401094287,2909.0,90
556,11.300411175515992,2821.0,90
557,11.365614111479323,2807.0,90
558,11.520736596015205,2772.0,89
559,11.607728346962947,2766.0,92
560,11.552292481793938,2744.0,90
561,11.631506479689994,2703.0,90
562,11.590251382066482,2705.0,93
563,11.59895985422251,2712.0,91
564,11.563293236177774,2804.0,95
565,11.547057032739682,2826.0,99
566,11.485833033943592,2856.0,103
567,11.520933871473162,2890.0,106
568,11.662782642051774,2986.0,109
569,11.727812340830441,3093.0,110
570,11.693628080104217,3191.0,115
571,11.651851377880833,3278.0,112
572,11.652888135625703,3307.0,109
573,11.743726443699893,3249.0,104
574,11.74623582477121,3252.0,101
575,11.742765511959295,3311.0,100
576,11.606091200408725,3393.0,103
577,11.576890724295353,3437.0,103
578,11.68246206770185,3462.0,102
579,11.800962510054,3529.0,98
580,11.896424948036552,3561.0,103
581,11.970709296995263,3653.0,104
582,12.037484614970968,3751.0,108
583,11.952688079593102,3807.0,110
584,11.856646500488171,3890.0,110
585,11.64152127893961,3981.0,116
586,11.494109723031997,4085.0,115
587,11.466818837424507,4197.0,115
588,11.514621287386092,4304.0,117
589,11.506175253998089,4425.0,122
590,11.575250367497913,4534.0,122
591,11.593623003806911,4657.0,127
592,11.582822310085355,4785.0,129
593,11.435462308801382,4912.0,131
594,11.362540368550224,4879.0,130
595,11.32925069221401,4946.0,129
596,11.257776510786535,5024.0,130
597,11.074197610488067,5061.0,132
598,10.892071639723373,5110.0,129
599,10.692477203448501,5136.0,125
600,10.590037029647624,5153.0,126
601,10.618925870538721,5210.0,126
602,10.625411753064167,5192.0,121
603,10.646334897953462,5069.0,113
604,10.719745291736157,4957.0,106
605,10.818763562207382,4981.0,100
606,10.867153353751291,4901.0,100
607,11.002861317866302,4826.0,101
608,11.06663657853195,4776.0,96
609,11.232316865506181,4730.0,95
610,11.327641422971537,4691.0,97
611,11.418689637171164,4783.0,101
612,11.520549189623624,4732.0,102
613,11.609651794462648,4691.0,102
614,11.614020672891485,4664.0,103
615,11.457223188107951,4716.0,104
616,11.365368691814636,4638.0,104
617,11.272358050960785,4556.0,102
618,11.183346891721897,4481.0,101
619,11.085683279375614,4400.0,104
620,11.046329658094475,4311.0,100
621,11.02354118007819,4221.0,101
622,11.058660219964008,4121.0,101
623,11.111273320366134,4018.0,98
624,11.190845795975017,4045.0,99
625,11.239490551783215,4116.0,102
626,11.315361722196068,4158.0,105
627,11.374858283290504,4209.0,104
628,11.445433471162378,4318.0,112
629,11.498433044675993,4431.0,115
630,11.537999127588204,4517.0,118
631,11.508151243247125,4595.0,118
632,11.422345387793401,4660.0,118
633,11.327757571178184,4748.0,118
634,11.34568931103381,4826.0,116
635,11.2567225315383,4836.0,116
636,11.259702434008956,4850.0,115
637,11.21470427596344,4931.0,114
638,11.109479983931077,4980.0,113
639,11.140726672567432,4957.0,112
640,11.088554558302256,4915.0,111
641,11.079444101982508,4914.0,112
642,10.960895260521474,4920.0,113
643,10.902366524720684,4922.0,115
644,10.93912048956306,4924.0,116
645,10.958460093833944,4873.0,116
646,10.874776941827088,4810.0,111
647,10.897505120590841,4753.0,112
648,10.983403878533851,4713.0,113
649,11.088872811291843,4758.0,109
650,11.152897631012141,4796.0,108
651,11.229774195861527,4858.0,111
652,11.231929517541085,4917.0,110
653,11.225225479920114,4963.0,107
654,11.277250630793793,4892.0,108
655,11.335550224201231,4608.0,99
656,11.334741778785181,4382.0,99
657,11.408080935514272,4175.0,96
658,11.512012647762019,3975.0,93
659,11.451168421899547,3788.0,89
660,11.480453085482777,3695.0,91
661,11.57243269469907,3596.0,91
662,11.63509817994031,3519.0,97
663,11.645286505490802,3452.0,99
664,11.56395048200891,3379.0,104
665,11.533232526461052,3389.0,111
666,11.377563889210982,3289.0,110
667,11.28974924483757,3210.0,106
668,11.116388798435192,3132.0,108
669,11.07149973373307,3054.0,108
670,11.045073696603554,2961.0,108
671,11.132982470871935,2858.0,107
672,11.10662437184986,2772.0,111
673,11.054548933372786,2704.0,113
674,11.052159191876743,2699.0,121
675,11.020724988414633,2659.0,117
676,10.959117163464509,2605.0,120
677,10.96834421344368,2584.0,120
678,10.952632499702734,2549.0,119
679,10.863862170043955,2522.0,118
680,10.849950939239694,2516.0,119
681,10.891538675921263,2488.0,115
682,10.978026029954533,2475.0,116
683,11.007942991527777,2552.0,119
684,10.958140149192946,2459.0,118
685,10.929898680696024,2359.0,111
686,10.905759472624332,2287.0,111
687,10.935655311458033,2219.0,108
688,10.901652811302181,2182.0,109
689,10.91553768998912,2158.0,111
690,10.848205233320039,2158.0,110
691,10.781182297919544,2219.0,114
692,10.805590290431999,2311.0,113
693,10.791568221674538,2405.0,115
694,10.785667238780556,2521.0,117
695,10.671016694695094,2634.0,123
696,10.64296907378272,2737.0,124
697,10.612823460849865,2850.0,129
698,10.637050758092725,2948.0,127
699,10.666740365059319,3073.0,134
700,10.725527640344238,3181.0,135
701,10.792063746931099,3270.0,132
702,10.822204051238337,3279.0,128
703,10.969907757519618,3335.0,125
704,10.986502700972206,3374.0,123
705,10.998181094612889,3423.0,124
706,10.931017893065448,3513.0,125
707,10.868951181569646,3605.0,128
708,10.909985225121225,3718.0,134
709,10.914699287680103,3834.0,134
710,10.843393360117611,3892.0,140
711,10.822349701144608,3982.0,131
712,10.835303342211837,4084.0,134
713,10.81348324097344,4198.0,136
714,10.622749319196023,4320.0,141
715,10.51730246864619,4400.0,137
716,10.504341813303856,4371.0,134
717,10.507589890844713,4473.0,134
718,10.608669352015578,4545.0,136
719,10.6539105454336,4612.0,137
720,10.597659817755655,4741.0,139
721,10.649991287195506,4838.0,137
722,10.71319566039337,4933.0,135
723,10.808327525019115,4973.0,129
724,10.869448175273314,5014.0,129
725,10.889957711122483,5054.0,131
726,10.884137225755111,5053.0,129
727,10.961056600438114,5076.0,127
728,11.00956250954058,5127.0,126
729,11.035420748616232,5191.0,124
730,11.04327871117146,5250.0,123
731,11.008616303559332,5296.0,124
732,10.88255678989136,5357.0,126
733,10.805955743942068,5420.0,125
734,10.743672009922346,5509.0,124
735,10.744737003065103,5595.0,127
736,10.746670459288822,5706.0,128
737,10.751427666052702,5658.0,125
738,10.83500721784732,5655.0,126
739,10.821519539161237,5682.0,128
740,10.87359392576148,5715.0,127
741,10.858597518466375,5726.0,130
742,10.886488133679052,5747.0,126
743,10.94467961653033,5771.0,130
744,10.902888120248278,5872.0,132
745,10.824810740098082,5981.0,140
746,10.691518024111744,6081.0,142
747,10.702779335410845,6180.0,139
748,10.599176846996047,6242.0,135
749,10.569255872150109,6334.0,137
750,10.576313031819629,6450.0,139
751,10.563693286926846,6463.0,139
752,10.609013949838324,6447.0,132
753,10.605228140337651,6384.0,134
754,10.529085195274574,6304.0,133
755,10.474255386115443,6212.0,126
756,10.42325850714283,6171.0,124
757,10.338041367437949,6124.0,126
758,10.3808953989789,6060.0,122
759,10.487813462997035,6060.0,126
760,10.60940700536372,6074.0,128
761,10.82725227130685,6139.0,126
762,10.963177700593342,6098.0,124
763,11.04805260034277,6119.0,124
764,11.170625273311755,6151.0,124
765,11.284470735617196,6173.0,127
766,11.355673309979935,6058.0,126
767,11.395447505201636,5945.0,125
768,11.418195916913428,5845.0,125
769,11.423880395147464,5741.0,125
770,11.349230527266938,5629.0,121
771,11.355574058247466,5617.0,120
772,11.258933291261144,5621.0,126
773,11.306094640599278,5572.0,124
774,11.275526077151035,5554.0,124
775,11.242084098886275,5556.0,125
776,11.110632684350776,5627.0,128
777,11.060663165330226,5721.0,129
778,11.030701723418352,5821.0,133
779,10.964480580992676,5934.0,138
780,10.942990936056852,6047.0,135
781,10.943050775719952,6169.0,139
782,10.843855138073657,6264.0,141
783,10.761495127254545,6223.0,137
784,10.683527772441654,6297.0,137
785,10.514574433903022,6353.0,136
786,10.397102657821065,6348.0,138
787,10.383521225442331,6380.0,144
788,10.252000415780824,6514.0,150
789,10.264985893017696,6647.0,152
790,10.304474404863864,6784.0,153
791,10.3009826787592,6918.0,154
792,10.284715770998718,7076.0,161
793,10.34447745918366,7239.0,166
794,10.436767405602463,7408.0,171
795,10.52989452757661,7487.0,172
796,10.593872016570563,7627.0,170
797,10.49349686177877,7730.0,169
798,10.410105272638166,7852.0,168
799,10.289506119468728,7980.0,172
800,10.273679780385482,8083.0,171
801,10.310023247264787,8225.0,174
802,10.319181356365066,8259.0,172
803,10.36999318323269,8283.0,169
804,10.388669134575315,8273.0,162
805,10.341794755750412,8254.0,158
806,10.242724485933605,8280.0,155
807,10.257502517316889,8295.0,150
808,10.232503768745884,8292.0,147
809,10.368930448310369,8336.0,148
810,10.505810106436105,8338.0,144
811,10.442248224382471,8369.0,146
812,10.367660209276762,8381.0,145
813,10.341530878687186,8393.0,147
814,10.339716953654015,8437.0,150
815,10.234682912471802,8487.0,152
816,10.159314922804384,8627.0,159
817,10.097406322495775,8779.0,162
818,10.098498890422912,8848.0,156
819,10.160383071400464,8944.0,152
820,10.198752474108023,9058.0,153
821,10.241032229046827,9169.0,154
822,10.266265391732476,9297.0,155
823,10.241500429074362,9440.0,159
824,10.218148559684254,9574.0,160
825,10.160929893686756,9596.0,158
826,10.24006443140895,9729.0,158
827,10.272968734744241,9869.0,159
828,10.332564507180203,10021.0,162
829,10.328721092028534,10142.0,162
830,10.307121894064547,10271.0,164
831,10.201844854066273,10426.0,167
832,10.029994223644046,10576.0,168
833,9.860952596185529,10738.0,168
834,9.691638926039635,10841.0,169
835,9.477392943198025,10957.0,169
836,9.375001743394764,11021.0,169
